"Item","Type","CriticalSparePart","CriticalEquipment","Warehouse","SourcingGroup","StockDept","StockAll","SupplierCount","UnitCost","LeadTimeMean","LeadTimeStd","CompletedCycles","ProcurementType","ReceivingDate","LinkedEquipment","SparePartHoldingStd","DeptCode"
"Q4605205","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","2","2","1","1350000","95","0","1","국내","2024-11-11","","","SEO26FF"
"Q4605206","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","586000","76","0","1","국내","2024-10-23","","","SEO26FF"
"Q4606740","보험품","X","X","QFC01","Q_Bolt & Nut","28","28","1","3101","44","12.73","2","국내","2025-02-11","","","SEO26FF"
"Q4610709","계획품","X","X","QHB24","Q_Machining(General)","10","10","2","19000","47.33","7.51","3","국내","2026-07-28","","","SEO26FF"
"Q4611811","보험품","X","X","QFC01","Q_Machining(General)","4","4","1","135000","52","8.49","2","국내","2024-09-09","","","SEO26FF"
"Q4612557","보험품","X","X","QFC01","Q_Control Valve (Ready)","2","2","1","2774790","92","0","1","국내","2023-12-22","","","SEO26FF"
"Q4616814","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","2","1","304057","272","0","1","국내","2024-07-23","","","SEO26FF"
"Q4625628","보험품","X","X","QFC01","Q_Control Valve (Ready)","1","1","1","27439590","116.50","34.65","2","국내","2024-09-24","","","SEO26FF"
"Q4625646","보험품","X","X","QVC03","Q_Control Valve (Ready)","1","1","1","39463680","141","0","1","국내","2024-06-04","","","SEO26FF"
"Q4626564","계획품","X","X","QHB24","Q_Bolt & Nut","150","150","1","538","33.67","10.69","3","국내","2026-06-10","","","SEO26FF"
"Q4627208","계획품","X","X","QHB27","Q_Hydraulic & Pneumatics","1","1","1","17212690","179.67","34.65","3","국내","2026-06-11","","","SEO26FF"
"Q4653124","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","2","2","1","9688580","212","32.53","2","국내","2026-01-08","","","SEO26FF"
"Q4635563","보험품","X","X","QFC01","Q_Machining(General)","10","10","1","18000","32","2.83","2","국내","2024-06-11","","","SEO26FF"
"Q4636078","보험품","X","X","QFC01","Q_Bolt & Nut","20","20","1","124044","48.50","2.12","2","국내","2024-06-12","","","SEO26FF"
"Q4635441","보험품","X","X","QFC01","Q_Machining(General)","2","2","1","35000","32","2.83","2","국내","2024-06-11","","","SEO26FF"
"Q4642447","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","1080000","53","0","1","국내","2024-09-06","","","SEO26FF"
"Q4662921","보험품","X","X","QFC01","Q_Non/Fe Casting Metal(Copper)","8","8","1","13000","99","0","1","국내","2025-05-14","","","SEO26FF"
"Q4663525","계획품","X","X","QHB24","Q_Common items","3","3","1","116356","44","9.90","2","국내","2026-02-26","","","SEO26FF"
"Q4652294","보험품","X","X","QHB25","Q_Cast Steel (S)","2","2","1","4145000","49","0","1","국내","2024-12-02","","","SEO26FF"
"Q4640645","보험품","X","X","QFC01","Q_Machining(General)","3","3","1","840000","39","0","1","국내","2024-07-23","","","SEO26FF"
"Q4671514","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","1800000","72","0","1","국내","2025-07-03","","","SEO26FF"
"Q4659090","계획품","X","X","QHB27","Q_Hydraulic Cylinder","1","1","2","17400000","167.50","38.89","2","국내","2026-06-11","","","SEO26FF"
"Q4675700","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","1015000","68","0","1","국내","2025-08-12","","","SEO26FF"
"Q4676007","계획품","X","O","QFC01","Q_Hydraulic & Pneumatics","1","1","1","2009865","39.44","12.80","9","국내","2026-04-14","FM Main Motor","","SEO26FF"
"Q4668630","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","134000","61","0","1","국내","2025-05-26","","","SEO26FF"
"Q4668643","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","5840000","76","0","1","국내","2025-06-10","","","SEO26FF"
"Q4670923","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","99000","34","0","1","국내","2025-05-26","","","SEO26FF"
"QS429155","보험품","X","O","QHB24","Q_QS_Thermal Spraying(Roller)","1","3","1","14300000","108","12.53","3","국내","2026-08-04","Table Roller 기어박스","","SEO26FF"
"Q4677113","보험품","X","X","QHB24","Q_Machining(General)","2","2","1","5820000","104","0","1","국내","2026-05-19","","","SEO26FF"
"Q4679740","계획품","X","X","QHB25","Q_Machining(General)","3","6","1","95000","68.50","3.54","2","국내","2026-07-23","","","SEO26FF"
"Q4681514","계획품","X","X","QHB25","Q_Bolt & Nut","8","8","1","806286","85","0","1","국내","2025-10-22","","","SEO26FF"
"Q4681315","계획품","X","X","QHB25","Q_Anti-abrasion class(H/F)","1","1","1","10625000","84.50","9.19","2","국내","2026-04-27","","","SEO26FF"
"Q4704375","계획품","X","X","QHB24","Q_Machining(General)","1","1","1","48000000","132","0","1","국내","2026-08-06","FM Main Motor","","SEO26FF"
"Q4686594","보험품","X","O","QFC01","Q_Non/Fe Casting Metal(Copper)","2","2","1","355000","49","0","1","국내","2025-10-30","QOC Servo","","SEO26FF"
"Q4691588","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","5250000","65","0","1","국내","2026-01-14","","","SEO26FF"
"Q4696404","계획품","X","X","QHB25","Q_Machining(General)","2","2","1","870000","58","0","1","국내","2026-03-04","","","SEO26FF"
"Q4697155","계획품","X","X","QHB24","Q_Exchanger (Ready)","1","1","1","52616700","103","0","1","국내","2026-04-20","","","SEO26FF"
"Q4709438","계획품","X","O","QHB24","Q_Hydraulic & Pneumatics","2","2","1","15693210","57","0","1","국내","2026-07-10","FM Main Motor","","SEO26FF"
"Q4695959","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","9490000","71","0","1","국내","2026-05-26","","","SEO26FF"
"Q4695963","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","9490000","71","0","1","국내","2026-05-26","","","SEO26FF"
"Q4695964","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","9490000","71","0","1","국내","2026-05-26","","","SEO26FF"
"Q4695965","계획품","X","X","QHB25","Q_Machining(General)","1","1","1","9490000","71","0","1","국내","2026-05-26","","","SEO26FF"
"Q4709544","계획품","X","X","QVC03","Q_Non/Fe Casting Metal(Others)","3","3","","2000000","70","0","1","(미확인)","2026-07-28","","","SEO26FF"
"Q4709545","계획품","X","X","QVC03","Q_Non/Fe Casting Metal(Others)","4","4","","2000000","70","0","1","(미확인)","2026-07-28","","","SEO26FF"
"Q4688109","보험품","X","X","QFC01","Q_Hydraulic & Pneumatics","1","1","1","925972.60","175","0","1","수입","2026-04-06","","","SEO26FF"
"Q4699400","보험품","X","X","QHB24","Q_Control Valve (Ready)","2","3","1","16340430","115","15.56","2","국내","2026-06-10","","","SEO26FF"
"Q4699194","계획품","X","X","QHB24","Q_Hydraulic & Pneumatics","2","2","1","515350","89","0","1","국내","2026-04-21","","","SEO26FF"
"Q4698941","계획품","X","O","QHB24","Q_Non/Fe Casting Metal(Copper)","2","2","1","38000","55","0","1","국내","2026-03-17","FM Hot Leveller","","SEO26FF"
"Q4712148","계획품","X","X","QFC01","Q_Manual Valve","1","1","1","380989","58","0","1","국내","2026-08-19","","","SEO26FF"
"Q4712149","계획품","X","X","QFC01","Q_Manual Valve","1","1","1","581781","58","0","1","국내","2026-08-19","","","SEO26FF"
"Q4712150","계획품","X","X","QFC01","Q_Manual Valve","1","1","1","1714451","58","0","1","국내","2026-08-19","","","SEO26FF"
"Q4712151","계획품","X","X","QFC01","Q_Manual Valve","1","1","1","1122373","53","7.07","2","국내","2026-08-19","","","SEO26FF"
"Q4712152","계획품","X","X","QFC01","Q_Manual Valve","1","1","1","844354","58","0","1","국내","2026-08-19","","","SEO26FF"
"Q4712503","계획품","X","X","QHB24","Q_Machining(General)","1","1","1","25160000","70","0","1","국내","2026-08-20","","","SEO26FF"
"Q4712672","계획품","X","O","QHB24","Q_Machining(General)","1","1","1","25860000","71","0","1","국내","2026-08-25","FM Crop Shear","","SEO26FF"
"Q4716626","계획품","X","X","QHB27","Q_Machining(General)","40","40","1","280000","37","0","1","국내","2026-08-20","","","SEO26FF"
"Q4716627","계획품","X","X","QHB27","Q_Machining(General)","40","40","1","280000","37","0","1","국내","2026-08-20","","","SEO26FF"
"Q4702499","계획품","X","X","QHB27","Q_Machining(General)","2","2","1","462000","48","0","1","국내","2026-04-29","","","SEO26FF"
"Q4702501","계획품","X","X","QHB27","Q_Machining(General)","10","10","1","515000","48","0","1","국내","2026-04-29","","","SEO26FF"
"Q4702503","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","1480000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702505","계획품","X","X","QHB27","Q_Machining(General)","2","2","1","505000","48","0","1","국내","2026-04-29","","","SEO26FF"
"Q4702518","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","2540000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702521","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","2540000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702522","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","2480000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702525","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","1510000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702528","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","2540000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702532","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","1510000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4702536","계획품","X","X","QHB27","Q_Machining(General)","1","1","1","1480000","71","0","1","국내","2026-05-27","","","SEO26FF"
"Q4701430","계획품","X","X","QHB24","Q_Machining(General)","6","6","1","2100000","49","0","1","국내","2026-04-15","FM Main Motor","","SEO26FF"
"Q4700741","보험품","X","X","QFC01","Q_Machining(General)","1","1","1","378000","86","0","1","국내","2026-05-07","","","SEO26FF"
"Q4700628","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","1863000","61","0","1","국내","2026-04-07","","","SEO26FF"
"Q4700632","계획품","X","X","QHB25","Q_Bolt & Nut","2","2","1","48584","60","0","1","국내","2026-04-06","","","SEO26FF"
"Q4700633","계획품","X","X","QHB25","Q_Bolt & Nut","2","2","1","68224","60","0","1","국내","2026-04-06","","","SEO26FF"
"Q4700636","계획품","X","X","QFC01","Q_Gear & Gear box","1","1","","2900000","165","0","1","(미확인)","2026-07-20","","","SEO26FF"
"Q4710841","계획품","X","X","QHB24","Q_Machining(General)","10","10","1","21000","56","0","1","국내","2026-07-28","","","SEO26FF"
"Q4711186","계획품","X","X","QHB24","Q_Machining(General)","1","1","1","39000","35","0","1","국내","2026-07-07","","","SEO26FF"
"Q4711077","계획품","X","X","QHB24","Q_Machining(General)","1","1","1","3870000","58","0","1","국내","2026-07-27","","","SEO26FF"
"Q4711472","계획품","X","X","QVC03","Q_Machining(General)","1","1","1","3838000","63","0","1","국내","2026-08-04","","","SEO26FF"
"Q4711473","계획품","X","X","QHB24","Q_Machining(General)","2","2","1","2922800","44","0","1","국내","2026-07-16","","","SEO26FF"
"Q4693469","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","770000","66","0","1","국내","2026-02-02","","","SEO26FF"
"Q4694508","계획품","X","X","QHB25","Q_Machining(General)","42","42","1","50000","73","0","1","국내","2026-02-27","","","SEO26FF"
"Q4693461","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","1540000","66","0","1","국내","2026-02-02","","","SEO26FF"
"Q4693466","계획품","X","X","QFC01","Q_Machining(General)","1","1","1","1078000","66","0","1","국내","2026-02-02","","","SEO26FF"
"Q1000737","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","3","3","760000.00","92.50","25.49","4","국내","2026-05-28","","1","SEO26FF"
"Q1000745","보험품","O","X","QFC01","Q_Hydraulic Cylinder","2","2","5","1220000.00","74.95","31.24","22","국내","2025-11-27","","2","SEO26FF"
"Q1000781","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","0","1","5456724.00","117.00","0.00","1","국내","2017-11-15","","2","SEO26FF"
"Q1000971","보험품","O","X","QFC01","Q_Motor (Ready)","0","3","","3567054.48","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1032374","보험품","O","X","QFC01","Q_Hydraulic & Pneumatics","0","1","1","208614.00","123.53","108.29","38","국내","2026-08-05","","2","SEO26FF"
"Q1039284","보험품","O","X","QFC01","Q_Hydraulic Cylinder(Critical)","0","1","3","5435000.00","121.33","69.30","3","국내","2024-06-10","","1","SEO26FF"
"Q1039371","보험품","O","X","QFC01","Q_Hydraulic Cylinder","1","1","3","1179555.00","86.75","10.81","4","국내","2024-02-29","","1","SEO26FF"
"Q1040012","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","0","1","6820905.00","113.00","0.00","1","국내","2018-02-23","","2","SEO26FF"
"Q1040224","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","0","2","8936000.00","95.00","26.87","2","국내","2015-09-30","","2","SEO26FF"
"Q1040225","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","0","2","5261841.00","105.00","0.00","2","국내","2017-11-29","","2","SEO26FF"
"Q1040312","보험품","O","X","QFC01","Q_Hydraulic Cylinder","0","1","3","1120000.00","91.73","25.20","15","국내","2025-12-24","","1","SEO26FF"
"Q1042306","보험품","O","X","QFC01","Q_Rotary/Swivel Joint","3","8","2","205000.00","56.22","15.73","9","국내","2026-08-13","","1","SEO26FF"
"Q1042421","보험품","O","X","QFC01","Q_Rotary/Swivel Joint","0","0","","5550000.00","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1048997","보험품","O","X","QFC01","Q_Electrical & Electron","2","4","","2149164.13","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1049004","보험품","O","X","QFC01","Q_Electrical & Electron","0","6","1","3016845.51","223.00","0.00","1","수입","2017-04-06","","1","SEO26FF"
"Q1071793","보험품","O","X","QFC01","Q_Bolt & Nut","0","0","1","76349.00","72.96","84.87","25","국내","2025-09-25","","6","SEO26FF"
"Q1073119","보험품","O","X","QFC01","Q_Roller(S)","0","0","2","6502210.00","85.00","22.63","2","수입","2021-08-30","","1","SEO26FF"
"Q1073185","보험품","O","X","QFC01","Q_Bolt & Nut","0","0","1","74104.00","64.94","42.46","16","국내","2026-03-20","","6","SEO26FF"
"Q1073416","보험품","O","X","QFC01","Q_Bolt & Nut","0","0","1","76349.00","82.18","86.79","11","국내","2025-09-25","","6","SEO26FF"
"Q1073453","보험품","O","X","QFC01","Q_Bolt & Nut","0","0","1","76349.00","55.50","25.51","12","국내","2025-09-25","","6","SEO26FF"
"Q1074634","보험품","O","X","QFC01","Q_WEDGE SEGMENT MANDREL","0","1","1","63152000.00","163.50","68.25","6","국내","2024-01-04","","2","SEO26FF"
"Q1074772","보험품","O","X","QFC01","Q_WEDGE SEGMENT MANDREL","0","4","","52155000.00","196.00","66.04","0","(미확인)","","","4","SEO26FF"
"Q1078283","보험품","O","X","QFC01","Q_Hydraulic & Pneumatics","0","5","1","5949060.00","211.45","41.43","11","국내","2026-07-23","","2","SEO26FF"
"Q1137969","보험품","O","X","QFC01","Q_Electrical & Electron","4","18","2","9302622.96","223.31","78.07","16","수입","2022-04-27","","1","SEO26FF"
"Q1218357","보험품","O","X","QFC01","Q_Electrical & Electron","3","4","1","10789575.13","237.60","35.96","5","수입","2017-02-09","","1","SEO26FF"
"Q1218391","보험품","O","X","QFC01","Q_Electrical & Electron","1","10","","706653.71","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1218393","보험품","O","X","QFC01","Q_Electrical & Electron","0","3","","2577600.00","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1219164","보험품","O","X","QFC01","Q_Electrical & Electron","3","4","2","1888444.72","111.60","63.28","5","수입","2019-07-29","","1","SEO26FF"
"Q1260654","보험품","O","X","QFC01","Q_Electrical & Electron","4","20","2","440836.00","98.56","63.20","9","수입","2019-09-20","","1","SEO26FF"
"Q1292612","보험품","O","X","QFC01","Q_Drive Joint","0","0","3","4900000.00","85.44","39.23","9","국내","2022-01-20","","4","SEO26FF"
"Q1314441","보험품","O","X","QFC01","Q_Electrical & Electron","0","0","","3598518.00","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q1316039","보험품","O","X","QFC01","Q_Spare Parts","0","4","","135333.42","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q2010934","보험품","O","X","QFC01","Q_WEDGE SEGMENT MANDREL","0","0","","","196.00","66.04","0","(미확인)","","","2","SEO26FF"
"Q2024559","보험품","O","X","QFC01","Q_Drive Joint","1","3","3","9000000.00","82.00","52.02","6","국내","2019-09-16","","3","SEO26FF"
"Q2028061","보험품","O","X","QFC01","Q_Control Valve (Ready)","0","0","2","84025400.00","165.82","40.63","11","국내","2026-03-09","","1","SEO26FF"
"Q2028134","보험품","O","X","QFC01","Q_Roller(L)","0","0","1","9333184.34","41.00","0.00","1","국내","2021-01-05","","1","SEO26FF"
"Q2045742","보험품","O","X","QFC01","Q_Electrical & Electron","0","2","1","4099280.36","265.33","41.10","3","수입","2017-10-11","","1","SEO26FF"
"Q2054727","보험품","O","X","QFC01","Q_Electrical & Electron","16","22","1","3945375.50","230.43","22.01","7","수입","2019-06-11","","1","SEO26FF"
"Q2062201","보험품","O","X","QFC01","Q_Electrical & Electron","1","16","2","2325187.98","188.75","90.91","16","수입","2019-10-23","","1","SEO26FF"
"Q2074769","보험품","O","X","QFC01","Q_Drive Joint","0","0","2","410000.00","45.00","19.74","9","국내","2021-09-13","","2","SEO26FF"
"Q2088228","보험품","O","X","QFC01","Q_Electrical & Electron","3","5","2","5351956.83","162.00","72.37","11","수입","2021-01-25","","1","SEO26FF"
"Q2094703","보험품","O","X","QFC01","Q_Hydraulic & Pneumatics","0","0","1","18565170.00","113.33","48.60","3","국내","2025-12-10","","1","SEO26FF"
"Q2118996","보험품","O","X","QFC01","Q_Electrical & Electron","0","5","1","2396595.00","295.00","90.51","2","수입","2019-01-30","","1","SEO26FF"
"Q2124049","보험품","O","X","QFC01","Q_Drive Joint","0","0","3","400000.00","49.44","17.34","9","국내","2022-03-25","","10","SEO26FF"
"Q2130291","보험품","O","X","QFC01","Q_Electrical & Electron","3","13","2","6024409.50","192.17","206.76","12","수입","2020-06-04","","1","SEO26FF"
"Q2130293","보험품","O","X","QFC01","Q_Electrical & Electron","0","4","","4616560.31","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q2139998","보험품","O","X","QFC01","Q_Hydraulic Cylinder","1","1","1","5745152.00","126.00","0.00","1","국내","2023-07-14","","1","SEO26FF"
"Q2143592","보험품","O","X","QFC01","Q_Electrical & Electron","0","8","1","7982500.00","217.00","47.70","3","수입","2019-07-12","","1","SEO26FF"
"Q2143616","보험품","O","X","QFC01","Q_Electrical & Electron","0","12","1","541021.50","55.50","36.06","2","국내","2021-12-17","","1","SEO26FF"
"Q2185181","보험품","O","X","QFC01","Q_Electrical & Electron","5","8","2","5433560.00","110.92","47.41","12","수입","2019-09-18","","1","SEO26FF"
"Q2212113","보험품","O","X","QFC01","Q_Drive Joint","1","2","2","5700000.00","42.56","18.23","9","국내","2018-08-27","","1","SEO26FF"
"Q2226242","보험품","O","X","QFC01","Q_Electrical & Electron","0","1","","11730000.00","196.00","66.04","0","(미확인)","","","1","SEO26FF"
"Q4017996","보험품","O","X","QFC01","Q_Electrical & Electron","3","8","3","4882524.50","279.08","80.56","13","수입","2025-03-07","","1","SEO26FF"
"Q4017997","보험품","O","X","QFC01","Q_Electrical & Electron","3","10","3","2160174.09","240.00","49.47","14","수입","2022-01-26","","1","SEO26FF"
"Q4017998","보험품","O","X","QFC01","Q_Electrical & Electron","1","9","4","17510328.75","286.81","91.78","32","수입","2026-08-14","","1","SEO26FF"
"Q4017999","보험품","O","X","QFC01","Q_Electrical & Electron","4","22","4","5486984.10","284.57","95.42","23","수입","2026-07-02","","1","SEO26FF"
"Q4018000","보험품","O","X","QFC01","Q_Electrical & Electron","4","14","1","5476819.50","246.11","62.06","9","수입","2026-07-02","","1","SEO26FF"
"Q4018004","보험품","O","X","QFC01","Q_Electrical & Electron","2","14","2","1431351.36","245.30","100.74","10","수입","2024-05-28","","1","SEO26FF"
"Q4018005","보험품","O","X","QFC01","Q_Electrical & Electron","13","27","3","2492261.50","267.50","90.70","32","수입","2026-08-14","","4","SEO26FF"
"Q4018007","보험품","O","X","QFC01","Q_Electrical & Electron","5","26","4","1081893.85","250.24","80.53","17","수입","2025-10-31","","7","SEO26FF"
"Q4018011","보험품","O","X","QFC01","Q_Electrical & Electron","3","28","2","735324.30","286.59","94.23","17","수입","2026-08-14","","10","SEO26FF"
"Q4018012","보험품","O","X","QFC01","Q_Electrical & Electron","3","14","2","883061.87","250.62","51.33","8","수입","2022-01-26","","1","SEO26FF"
"Q4018014","보험품","O","X","QFC01","Q_Electrical & Electron","3","18","3","2290425.30","227.57","105.12","21","수입","2026-08-14","","1","SEO26FF"
"Q4018015","보험품","O","X","QFC01","Q_Electrical & Electron","1","29","4","2532781.20","264.88","88.44","24","수입","2026-08-14","","8","SEO26FF"
"Q4018016","보험품","O","X","QFC01","Q_Electrical & Electron","1","7","3","1723854.25","252.91","78.93","11","수입","2026-08-14","","1","SEO26FF"
"Q4018018","보험품","O","X","QFC01","Q_Electrical & Electron","1","27","3","3050316.42","276.74","109.59","19","수입","2025-10-31","","13","SEO26FF"
"Q4018019","보험품","O","X","QFC01","Q_Electrical & Electron","1","6","3","2360507.71","322.71","91.79","7","수입","2024-07-16","","1","SEO26FF"
"Q4018022","보험품","O","X","QFC01","Q_Electrical & Electron","2","15","4","10592620.60","296.38","89.96","34","수입","2026-07-06","","2","SEO26FF"
"Q4018023","보험품","O","X","QFC01","Q_Electrical & Electron","0","10","3","2757626.14","227.72","86.52","18","수입","2026-05-12","","1","SEO26FF"
"Q4018210","보험품","O","X","QFC01","Q_Electrical & Electron","3","15","4","2911134.80","265.17","79.81","24","수입","2026-08-18","","1","SEO26FF"
"Q4039953","보험품","O","X","QFC01","Q_Rotary/Swivel Joint","2","2","2","22320000.00","76.33","23.10","9","국내","2026-07-27","","1","SEO26FF"
"Q4169627","보험품","O","X","QFC01","Q_Electrical & Electron","4","30","2","416357.08","249.65","71.40","17","수입","2023-06-19","","2","SEO26FF"
"Q4169634","보험품","O","X","QFC01","Q_Electrical & Electron","0","3","2","5243066.24","232.00","165.46","2","수입","2024-09-19","","2","SEO26FF"
"Q4169635","보험품","O","X","QFC01","Q_Electrical & Electron","1","7","3","2710126.46","220.73","106.47","11","수입","2023-02-17","","1","SEO26FF"
"Q4173290","보험품","O","X","QFC01","Q_Electrical & Electron","2","7","4","15145170.64","263.71","78.38","14","수입","2026-03-04","","1","SEO26FF"
"Q4174454","보험품","O","X","QFC01","Q_Electrical & Electron","1","13","4","3012982.04","319.14","155.59","21","수입","2026-02-04","","1","SEO26FF"
"Q4174455","보험품","O","X","QFC01","Q_Electrical & Electron","1","10","3","31841015.60","251.93","66.04","14","수입","2026-05-08","","1","SEO26FF"
"Q4178355","보험품","O","X","QFC01","Q_Rotary/Swivel Joint","0","0","3","19450000.00","75.18","34.48","34","국내","2026-01-14","","2","SEO26FF"
"Q4185031","보험품","O","X","QFC01","Q_Roller(S)","0","0","5","1960000.00","62.38","10.80","13","국내","2020-03-10","","1","SEO26FF"
"Q4192133","보험품","O","X","QFC01","Q_Electrical & Electron","2","7","2","5560876.81","228.33","73.34","6","수입","2022-01-26","","1","SEO26FF"
"Q4192171","보험품","O","X","QFC01","Q_Electrical & Electron","2","7","2","5560876.81","232.33","73.97","6","수입","2022-01-26","","1","SEO26FF"
"Q4192179","보험품","O","X","QFC01","Q_Electrical & Electron","1","6","2","8200889.22","232.33","73.97","6","수입","2022-01-26","","1","SEO26FF"
"Q4210213","보험품","O","X","QFC01","Q_Rotary/Swivel Joint","0","0","2","9950000.00","130.22","160.42","9","국내","2023-09-14","","1","SEO26FF"
"Q4230326","보험품","O","X","QFC01","Q_Electrical & Electron","2","2","1","4206655.83","210.00","0.00","1","수입","2015-06-06","","1","SEO26FF"
"Q4257701","보험품","O","X","QFC01","Q_Manual Valve","1","1","1","57383200.00","171.67","52.87","9","국내","2026-07-27","","1","SEO26FF"
"Q4269272","보험품","O","X","QFC01","Q_Fan & Blower (Ready)","2","6","3","1622916.84","215.47","69.77","15","수입","2024-03-05","","1","SEO26FF"
"Q4441695","보험품","O","X","QFC01","Q_Motor (Ready)","1","1","1","56339008.85","233.00","0.00","1","수입","2019-11-06","","1","SEO26FF"
"Q4521625","보험품","O","X","QFC01","Q_Drive Coupling","0","0","1","1040000000.00","511.00","0.00","1","국내","2022-12-06","","1","SEO26FF"
"Q4604630","보험품","O","X","QFC01","Q_General Pump (Ready)","0","1","1","1503362000.00","416.50","31.82","2","국내","2026-07-07","","1","SEO26FF"
"QS424543","보험품","O","X","QFC01","Q_QS_Build Up(Special)","0","0","1","98500000.00","170.50","61.52","2","국내","2025-06-27","","1","SEO26FF"
