"Item","Type","Grade","CSP","CEQ","UnitCost","StockDept","StockAll","Target","OrderNeed","OrderAmount","Action","Reason","DeptCode"
"QS429155","보험품","C","X","O","14300000","1","3","1","0","0","유지","핵심보험[C] μ_LT+SS(Z1.28)=1,상한0,기준1→1","SEO26FF"
"Q4677113","보험품","B","X","X","5820000","2","2","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4679740","계획품","C","X","X","95000","3","6","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4681514","계획품","B","X","X","806286","8","8","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4681315","계획품","B","X","X","10625000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4704375","계획품","B","X","X","48000000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4686594","보험품","A","X","O","355000","2","2","1","0","0","감축","핵심보험[A] 소요無→기준1","SEO26FF"
"Q4691588","보험품","B","X","X","5250000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4696404","계획품","B","X","X","870000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4697155","계획품","B","X","X","52616700","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4709438","계획품","A","X","O","15693210","2","2","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4695959","계획품","B","X","X","9490000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4695963","계획품","B","X","X","9490000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4695964","계획품","B","X","X","9490000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4695965","계획품","B","X","X","9490000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4709544","계획품","B","X","X","2000000","3","3","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4709545","계획품","B","X","X","2000000","4","4","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4688109","보험품","B","X","X","925973","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4699400","보험품","C","X","X","16340430","2","3","0","0","0","감축","비핵심보험[C] 소요無→0","SEO26FF"
"Q4699194","계획품","B","X","X","515350","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4698941","계획품","A","X","O","38000","2","2","1","0","0","감축","핵심설비계획품 소요활발(λ24.2)→소량1","SEO26FF"
"Q4712148","계획품","B","X","X","380989","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712149","계획품","B","X","X","581781","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712150","계획품","B","X","X","1714451","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712151","계획품","C","X","X","1122373","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712152","계획품","B","X","X","844354","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712503","계획품","B","X","X","25160000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4712672","계획품","A","X","O","25860000","1","1","0","0","0","감축","핵심설비 계획품이나 3년무소요→0","SEO26FF"
"Q4716626","계획품","C","X","X","280000","40","40","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4716627","계획품","C","X","X","280000","40","40","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702499","계획품","C","X","X","462000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702501","계획품","C","X","X","515000","10","10","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702503","계획품","B","X","X","1480000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702505","계획품","C","X","X","505000","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702518","계획품","B","X","X","2540000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702521","계획품","B","X","X","2540000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702522","계획품","B","X","X","2480000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702525","계획품","B","X","X","1510000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702528","계획품","B","X","X","2540000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702532","계획품","B","X","X","1510000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4702536","계획품","B","X","X","1480000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4701430","계획품","C","X","X","2100000","6","6","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4700741","보험품","B","X","X","378000","1","1","0","0","0","감축","비핵심보험[B] 소요無→0","SEO26FF"
"Q4700628","계획품","B","X","X","1863000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4700632","계획품","B","X","X","48584","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4700633","계획품","B","X","X","68224","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4700636","계획품","B","X","X","2900000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4710841","계획품","B","X","X","21000","10","10","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4711186","계획품","C","X","X","39000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4711077","계획품","B","X","X","3870000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4711472","계획품","B","X","X","3838000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4711473","계획품","C","X","X","2922800","2","2","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4693469","계획품","B","X","X","770000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4694508","계획품","B","X","X","50000","42","42","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4693461","계획품","B","X","X","1540000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q4693466","계획품","B","X","X","1078000","1","1","0","0","0","감축","계획품 원칙0(비핵심설비→수리일정발주)","SEO26FF"
"Q1000737","보험품","S","O","X","760000","0","3","1","1","760000","발주","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q1000745","보험품","S","O","X","1220000","2","2","4","2","2440000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한6,기준2→4","SEO26FF"
"Q1000781","보험품","S","O","X","5456724","0","0","2","2","10913448","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준2→2","SEO26FF"
"Q1000971","보험품","S","O","X","3567054","0","3","1","1","3567054","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1032374","보험품","S","O","X","208614","0","1","3","3","625842","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준2→3","SEO26FF"
"Q1039284","보험품","S","O","X","5435000","0","1","2","2","10870000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2","SEO26FF"
"Q1039371","보험품","S","O","X","1179555","1","1","2","1","1179555","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2","SEO26FF"
"Q1040012","보험품","S","O","X","6820905","0","0","2","2","13641810","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2","SEO26FF"
"Q1040224","보험품","S","O","X","8936000","0","0","2","2","17872000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2","SEO26FF"
"Q1040225","보험품","S","O","X","5261841","0","0","2","2","10523682","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준2→2","SEO26FF"
"Q1040312","보험품","S","O","X","1120000","0","1","4","4","4480000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준1→4","SEO26FF"
"Q1042306","보험품","S","O","X","205000","3","8","3","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3","SEO26FF"
"Q1042421","보험품","S","O","X","5550000","0","0","1","1","5550000","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1048997","보험품","S","O","X","2149164","2","4","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1049004","보험품","S","O","X","3016846","0","6","1","1","3016846","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1071793","보험품","S","O","X","76349","0","0","25","25","1908725","발주","핵심보험[S] μ_LT+SS(Z2.58)=25,상한44,기준6→25","SEO26FF"
"Q1073119","보험품","S","O","X","6502210","0","0","1","1","6502210","발주","핵심보험[S] μ_LT+SS(Z2.58)=1,상한2,기준1→1","SEO26FF"
"Q1073185","보험품","S","O","X","74104","0","0","24","24","1778496","발주","핵심보험[S] μ_LT+SS(Z2.58)=24,상한28,기준6→24","SEO26FF"
"Q1073416","보험품","S","O","X","76349","0","0","24","24","1832376","발주","핵심보험[S] μ_LT+SS(Z2.58)=24,상한30,기준6→24","SEO26FF"
"Q1073453","보험품","S","O","X","76349","0","0","21","21","1603329","발주","핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준6→21","SEO26FF"
"Q1074634","보험품","S","O","X","63152000","0","1","2","2","126304000","발주","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준2→2","SEO26FF"
"Q1074772","보험품","S","O","X","52155000","0","4","4","4","208620000","발주","핵심보험[S] 소요無→기준4","SEO26FF"
"Q1078283","보험품","S","O","X","5949060","0","5","4","4","23796240","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준2→4","SEO26FF"
"Q1137969","보험품","S","O","X","9302623","4","18","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1218357","보험품","S","O","X","10789575","3","4","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1218391","보험품","S","O","X","706654","1","10","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1218393","보험품","S","O","X","2577600","0","3","1","1","2577600","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1219164","보험품","S","O","X","1888445","3","4","1","0","0","감축","핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1","SEO26FF"
"Q1260654","보험품","S","O","X","440836","4","20","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1292612","보험품","S","O","X","4900000","0","0","6","6","29400000","발주","핵심보험[S] μ_LT+SS(Z2.58)=6,상한8,기준4→6","SEO26FF"
"Q1314441","보험품","S","O","X","3598518","0","0","1","1","3598518","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q1316039","보험품","S","O","X","135333","0","4","1","1","135333","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2010934","보험품","S","O","X","0","0","0","2","2","0","발주","핵심보험[S] 소요無→기준2","SEO26FF"
"Q2024559","보험품","S","O","X","9000000","1","3","3","2","18000000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준3→3","SEO26FF"
"Q2028061","보험품","S","O","X","84025400","0","0","2","2","168050800","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2","SEO26FF"
"Q2028134","보험품","S","O","X","9333184","0","0","1","1","9333184","발주","핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1","SEO26FF"
"Q2045742","보험품","S","O","X","4099280","0","2","1","1","4099280","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2054727","보험품","S","O","X","3945376","16","22","21","5","19726878","발주","핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준1→21","SEO26FF"
"Q2062201","보험품","S","O","X","2325188","1","16","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2074769","보험품","S","O","X","410000","0","0","4","4","1640000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준2→4","SEO26FF"
"Q2088228","보험품","S","O","X","5351957","3","5","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2094703","보험품","S","O","X","18565170","0","0","1","1","18565170","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1","SEO26FF"
"Q2118996","보험품","S","O","X","2396595","0","5","1","1","2396595","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2124049","보험품","S","O","X","400000","0","0","15","15","6000000","발주","핵심보험[S] μ_LT+SS(Z2.58)=15,상한50,기준10→15","SEO26FF"
"Q2130291","보험품","S","O","X","6024410","3","13","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2130293","보험품","S","O","X","4616560","0","4","1","1","4616560","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2139998","보험품","S","O","X","5745152","1","1","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q2143592","보험품","S","O","X","7982500","0","8","1","1","7982500","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2143616","보험품","S","O","X","541022","0","12","1","1","541022","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2185181","보험품","S","O","X","5433560","5","8","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q2212113","보험품","S","O","X","5700000","1","2","2","1","5700000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2","SEO26FF"
"Q2226242","보험품","S","O","X","11730000","0","1","1","1","11730000","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4017996","보험품","S","O","X","4882524","3","8","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4017997","보험품","S","O","X","2160174","3","10","1","0","0","감축","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q4017998","보험품","S","O","X","17510329","1","9","2","1","17510329","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2","SEO26FF"
"Q4017999","보험품","S","O","X","5486984","4","22","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018000","보험품","S","O","X","5476820","4","14","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018004","보험품","S","O","X","1431351","2","14","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018005","보험품","S","O","X","2492262","13","27","4","0","0","감축","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준4→4","SEO26FF"
"Q4018007","보험품","S","O","X","1081894","5","26","7","2","2163788","발주","핵심보험[S] 소요無→기준7","SEO26FF"
"Q4018011","보험품","S","O","X","735324","3","28","10","7","5147270","발주","핵심보험[S] 소요無→기준10","SEO26FF"
"Q4018012","보험품","S","O","X","883062","3","14","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018014","보험품","S","O","X","2290425","3","18","2","0","0","감축","핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2","SEO26FF"
"Q4018015","보험품","S","O","X","2532781","1","29","8","7","17729468","발주","핵심보험[S] 소요無→기준8","SEO26FF"
"Q4018016","보험품","S","O","X","1723854","1","7","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018018","보험품","S","O","X","3050316","1","27","13","12","36603797","발주","핵심보험[S] 소요無→기준13","SEO26FF"
"Q4018019","보험품","S","O","X","2360508","1","6","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4018022","보험품","S","O","X","10592621","2","15","2","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준2→2","SEO26FF"
"Q4018023","보험품","S","O","X","2757626","0","10","1","1","2757626","발주","핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1","SEO26FF"
"Q4018210","보험품","S","O","X","2911135","3","15","6","3","8733404","발주","핵심보험[S] μ_LT+SS(Z2.58)=6,상한10,기준1→6","SEO26FF"
"Q4039953","보험품","S","O","X","22320000","2","2","3","1","22320000","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한3,기준1→3","SEO26FF"
"Q4169627","보험품","S","O","X","416357","4","30","2","0","0","감축","핵심보험[S] 소요無→기준2","SEO26FF"
"Q4169634","보험품","S","O","X","5243066","0","3","2","2","10486132","발주","핵심보험[S] 소요無→기준2","SEO26FF"
"Q4169635","보험품","S","O","X","2710126","1","7","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4173290","보험품","S","O","X","15145171","2","7","3","1","15145171","발주","핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3","SEO26FF"
"Q4174454","보험품","S","O","X","3012982","1","13","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1","SEO26FF"
"Q4174455","보험품","S","O","X","31841016","1","10","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4178355","보험품","S","O","X","19450000","0","0","4","4","77800000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준2→4","SEO26FF"
"Q4185031","보험품","S","O","X","1960000","0","0","4","4","7840000","발주","핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준1→4","SEO26FF"
"Q4192133","보험품","S","O","X","5560877","2","7","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4192171","보험품","S","O","X","5560877","2","7","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4192179","보험품","S","O","X","8200889","1","6","1","0","0","유지","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4210213","보험품","S","O","X","9950000","0","0","2","2","19900000","발주","핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2","SEO26FF"
"Q4230326","보험품","S","O","X","4206656","2","2","1","0","0","감축","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4257701","보험품","S","O","X","57383200","1","1","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1","SEO26FF"
"Q4269272","보험품","S","O","X","1622917","2","6","1","0","0","감축","핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1","SEO26FF"
"Q4441695","보험품","S","O","X","56339009","1","1","1","0","0","유지","핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1","SEO26FF"
"Q4521625","보험품","S","O","X","1040000000","0","0","1","1","1040000000","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"Q4604630","보험품","S","O","X","1503362000","0","1","1","1","1503362000","발주","핵심보험[S] 소요無→기준1","SEO26FF"
"QS424543","보험품","S","O","X","98500000","0","0","1","1","98500000","발주","핵심보험[S] 소요無→기준1","SEO26FF"
