INbound Date	Qcode	수량	Dept Code	Item Type	부서명	섹션명	Leaf Class	Category
2024-09-03	Q4535900	33	SEO26FF	Cast Iron (L)	(광양)압연설비1부	열연정비2섹션	Cast Iron (L)	Cast Iron (L)
2024-09-30	Q4535900	33	SEO26FF	Cast Iron (L)	(광양)압연설비1부	열연정비2섹션	Cast Iron (L)	Cast Iron (L)
2024-09-28	Q4535900	33	SEO26FF	Cast Iron (L)	(광양)압연설비1부	열연정비2섹션	Cast Iron (L)	Cast Iron (L)
2024-10-30	Q1053133	32	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-10-12	Q1053133	32	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-10-30	Q1053133	32	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-11-22	Q2084886	24	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-11-11	Q2084886	24	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2024-11-30	Q2084886	23	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2021-07-26	Q1316039	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2021-07-30	Q1316039	13	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2021-07-13	Q1316039	12	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Spare Parts	Spare Parts
2026-07-23	Q2060337	34	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2026-07-23	Q2060337	33	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2026-07-02	Q2060337	33	SEO26FF	Machinery Common	(광양)압연설비1부	열연정비1섹션	Machinery Common	Machinery Common
2019-04-21	Q1019385	3	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2019-04-21	Q1019385	3	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2019-04-25	Q1019385	3	SEO26FF	Ball & Roller BRG	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Ball & Roller BRG
2017-07-25	Q4073338	5	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2017-07-21	Q4073338	4	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2017-07-07	Q4073338	4	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2020-06-30	Q1052933	5	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-06-13	Q1052933	5	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2020-06-28	Q1052933	4	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비1섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-01-17	Q1034397	29	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-01-18	Q1034397	28	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-01-05	Q1034397	28	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-27	Q2098353	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-20	Q2098353	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-29	Q2098353	8	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-12	Q1073859	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-06	Q1073859	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2017-03-13	Q1073859	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-04	Q4232897	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-29	Q4232897	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-12-23	Q4232897	10	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-07-10	Q1077685	29	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2025-07-25	Q1077685	29	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2025-07-10	Q1077685	28	SEO26FF	Gear & Gear box	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2025-02-22	Q1010099	26	SEO26FF	Fitting	(광양)압연설비1부	열연정비1섹션	Fitting	Fitting
2025-02-08	Q1010099	26	SEO26FF	Fitting	(광양)압연설비1부	열연정비1섹션	Fitting	Fitting
2025-02-23	Q1010099	25	SEO26FF	Fitting	(광양)압연설비1부	열연정비1섹션	Fitting	Fitting
2025-04-11	QS429155	30	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2025-04-17	QS429155	29	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2025-04-25	QS429155	29	SEO26FF	QS Thermal Spraying(Roller)	(광양)압연설비1부	열연정비2섹션	Roll Bearing	QS Thermal Spraying(Roller)
2026-07-24	Q4002139	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-07-13	Q4002139	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-07-07	Q4002139	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-04-05	Q2191618	21	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2026-04-05	Q2191618	20	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2026-04-03	Q2191618	20	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비2섹션	Packing & Seal	Packing & Seal
2025-09-15	Q4246475	28	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-12	Q4246475	28	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-09-11	Q4246475	27	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-04-30	Q2060462	7	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-18	Q2060462	7	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-04-05	Q2060462	6	SEO26FF	Hydraulic Cylinder	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2025-08-14	Q4691588	4	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-27	Q4691588	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-08-10	Q4691588	3	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2021-01-20	Q1042421	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2021-01-26	Q1042421	8	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2021-01-29	Q1042421	7	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2023-07-10	Q2168061	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2023-07-18	Q2168061	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2023-07-10	Q2168061	1	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Hydraulic Cylinder	Hydraulic Cylinder
2026-03-08	Q1073040	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-01	Q1073040	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-03-11	Q1073040	29	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-01-07	Q4590955	29	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-01-04	Q4590955	28	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-01-16	Q4590955	28	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비2섹션	Cast Steel (S)	Cast Steel (S)
2025-03-06	Q1051490	16	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-03-12	Q1051490	15	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-03-11	Q1051490	15	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-04-16	Q4485087	33	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-06	Q4485087	33	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-09	Q4485087	33	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-02-08	Q1297201	11	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-02-18	Q1297201	11	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2026-02-28	Q1297201	11	SEO26FF	Packing & Seal	(광양)압연설비1부	열연정비1섹션	Packing & Seal	Packing & Seal
2023-04-21	Q1077922	23	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2023-04-21	Q1077922	23	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2023-04-03	Q1077922	22	SEO26FF	자가재	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-04-23	Q1080084	32	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-04-23	Q1080084	31	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2025-04-23	Q1080084	31	SEO26FF	Bolt & Nut	(광양)압연설비1부	열연정비1섹션	Bolt & Nut	Bolt & Nut
2023-10-21	Q4185031	1	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2023-10-14	Q4185031	1	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2023-10-15	Q4185031	0	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Roll Bearing	Roller(S)
2017-04-17	Q2168437	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2017-04-21	Q2168437	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2017-04-06	Q2168437	3	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Drive Coupling	Drive Coupling
2026-02-27	Q2011794	33	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2026-02-08	Q2011794	32	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2026-02-25	Q2011794	32	SEO26FF	Steel Grating	(광양)압연설비1부	열연정비2섹션	Steel Grating	Steel Grating
2025-01-20	Q1004847	13	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-01-25	Q1004847	13	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-01-21	Q1004847	12	SEO26FF	Steel Material	(광양)압연설비1부	열연정비1섹션	Steel Material	Steel Material
2025-05-23	Q4676007	9	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-05-27	Q4676007	9	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2025-05-16	Q4676007	8	SEO26FF	Hydraulic & Pneumatics	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Hydraulic & Pneumatics
2026-02-12	Q2101010	7	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2026-02-18	Q2101010	7	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2026-02-13	Q2101010	7	SEO26FF	Rubber Class (General)	(광양)압연설비1부	열연정비2섹션	Rubber Class (General)	Rubber Class (General)
2021-05-29	Q4412119	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2021-05-10	Q4412119	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2021-05-09	Q4412119	4	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Chain	Chain
2025-09-21	Q4403031	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-09-18	Q4403031	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-09-28	Q4403031	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2022-02-19	Q4312812	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2022-02-16	Q4312812	5	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2022-02-24	Q4312812	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2026-03-17	Q4443501	9	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-18	Q4443501	9	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-09	Q4443501	9	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2016-10-03	Q1077622	30	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2016-10-20	Q1077622	30	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2016-10-02	Q1077622	30	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-11-23	Q4034332	21	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-11-16	Q4034332	21	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2025-11-16	Q4034332	21	SEO26FF	Non/Fe Casting Metal(Copper)	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
2026-03-02	Q2179246	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-11	Q2179246	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-03-06	Q2179246	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-05-25	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-05-23	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2025-05-11	Q2177492	7	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비2섹션	Drive Joint	Drive Joint
2017-04-08	Q1073865	27	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-04-18	Q1073865	27	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2017-04-08	Q1073865	26	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2024-10-16	Q4045748	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-08	Q4045748	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-10-10	Q4045748	9	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2016-10-14	Q1031361	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2016-10-15	Q1031361	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2016-10-31	Q1031361	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비1섹션	Hydraulic Pump	Hydraulic & Pneumatics
2024-11-26	Q4576623	14	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-11-30	Q4576623	14	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2024-11-01	Q4576623	14	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비1섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2026-05-14	Q4675700	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-04	Q4675700	28	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2026-05-07	Q4675700	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2022-04-09	Q1072820	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-04-27	Q1072820	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-04-28	Q1072820	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-09-02	Q4551506	30	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-09-02	Q4551506	30	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-09-02	Q4551506	29	SEO26FF	Anti-abrasion class(H/F)	(광양)압연설비1부	열연정비2섹션	Anti-abrasion class(H/F)	Anti-abrasion class(H/F)
2025-05-13	Q2194211	28	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-05-28	Q2194211	28	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2025-05-06	Q2194211	27	SEO26FF	Cast Steel (S)	(광양)압연설비1부	열연정비1섹션	Cast Steel (S)	Cast Steel (S)
2020-03-09	Q4702499	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-03-08	Q4702499	4	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-03-25	Q4702499	3	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-07-04	Q1072820	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-07-06	Q1072820	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2022-07-31	Q1072820	1	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-04-13	Q4465267	15	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2025-04-10	Q4465267	14	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2025-04-20	Q4465267	14	SEO26FF	Hydraulic Cylinder(Critical)	(광양)압연설비1부	열연정비2섹션	Hydraulic Cylinder(Critical)	Hydraulic Cylinder(Critical)
2025-09-29	Q4225250	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-28	Q4225250	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-23	Q4225250	11	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-10-01	Q1077763	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-10-01	Q1077763	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-10-01	Q1077763	25	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-21	Q4225250	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-10	Q4225250	27	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2025-09-08	Q4225250	26	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비1섹션	Machining Part	Machining(General)
2024-11-07	Q2028329	17	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-11-26	Q2028329	17	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2024-11-09	Q2028329	16	SEO26FF	Drive Joint	(광양)압연설비1부	열연정비1섹션	Drive Joint	Drive Joint
2025-05-07	Q2028061	7	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2025-05-21	Q2028061	6	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2025-05-27	Q2028061	6	SEO26FF	Control Valve (Ready)	(광양)압연설비1부	열연정비2섹션	Control Valve	Control Valve (Ready)
2026-04-10	Q2162230	29	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2026-04-04	Q2162230	28	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2026-04-16	Q2162230	28	SEO26FF	Rotary/Swivel Joint	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2025-01-12	Q1077367	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-01-04	Q1077367	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-01-15	Q1077367	12	SEO26FF	Machining(General)	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2026-01-04	Q1040729	16	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2026-01-10	Q1040729	16	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2026-01-17	Q1040729	15	SEO26FF	Pneumatic Cylinder	(광양)압연설비1부	열연정비2섹션	Hydraulic Pump	Pneumatic Cylinder
2025-11-29	Q4403031	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-11-26	Q4403031	13	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2025-11-28	Q4403031	12	SEO26FF	Instrument Parts	(광양)압연설비1부	열연정비1섹션	Instrument Parts	Instrument Parts
2020-02-27	Q4419677	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-02-21	Q4419677	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2020-02-14	Q4419677	2	SEO26FF	자가재	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2023-04-24	Q1042421	27	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2023-04-25	Q1042421	27	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2023-04-08	Q1042421	26	SEO26FF	Consignment	(광양)압연설비1부	열연정비2섹션	Rotary/Swivel Joint	Rotary/Swivel Joint
2025-10-13	Q2039356	16	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-10-26	Q2039356	16	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2025-10-24	Q2039356	16	SEO26FF	VMI	(광양)압연설비1부	열연정비2섹션	Machining Part	Machining(General)
2019-07-28	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2019-07-15	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2019-07-17	Q4312812	2	SEO26FF	Consignment	(광양)압연설비1부	열연정비1섹션	Gear & Gear box	Gear & Gear box
2026-05-31	Q1053317	2	SEO26FF	일일공급품	(광양)압연설비1부	열연정비2섹션	Non/Fe Casting Metal(Copper)	Non/Fe Casting Metal(Copper)
