Item,DeptCode,Type,TypeSource,Grade,CSP,CEQ,UnitCost,StockDept,StockAll,Target,OrderNeed,OrderAmount,Action,Reason
Q4585577,SEO26FF,보험품,master.csv,C,X,O,130000,3,7,1,0,0,감축,핵심보험[C] 소요無→기준1
Q4585578,SEO26FF,보험품,master.csv,C,X,X,59000,5,5,0,0,0,감축,비핵심보험[C] 소요無→0
Q4587154,SEO26FF,보험품,master.csv,S,X,O,13399100,5,5,5,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=5,상한0,기준1→5"
Q4588343,SEO26FF,보험품,master.csv,B,X,X,98870000,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4590955,SEO26FF,보험품,master.csv,B,X,X,1700000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4597580,SEO26FF,보험품,master.csv,A,X,O,100911,30,30,30,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=30,상한30,기준1→30"
Q4598537,SEO26FF,보험품,master.csv,B,X,X,19269375,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1"
Q4605205,SEO26FF,보험품,master.csv,B,X,X,1350000,2,2,0,0,0,감축,비핵심보험[B] 소요無→0
Q4605206,SEO26FF,보험품,master.csv,B,X,X,586000,2,2,0,0,0,감축,비핵심보험[B] 소요無→0
Q4606740,SEO26FF,보험품,master.csv,C,X,X,3101,28,28,7,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=7,상한0→7"
Q4610709,SEO26FF,계획품,master.csv,C,X,X,19000,10,10,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4611811,SEO26FF,보험품,master.csv,C,X,X,135000,4,4,0,0,0,감축,비핵심보험[C] 소요無→0
Q4612557,SEO26FF,보험품,master.csv,B,X,X,2774790,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2"
Q4616814,SEO26FF,보험품,master.csv,B,X,X,304057,2,2,0,0,0,감축,비핵심보험[B] 소요無→0
Q4625628,SEO26FF,보험품,master.csv,B,X,X,27439590,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4625646,SEO26FF,보험품,master.csv,B,X,X,39463680,1,1,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4626564,SEO26FF,계획품,master.csv,C,X,X,538,150,150,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4627208,SEO26FF,계획품,master.csv,B,X,X,17212690,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4653124,SEO26FF,보험품,master.csv,B,X,X,9688580,2,2,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1"
Q4635563,SEO26FF,보험품,master.csv,C,X,X,18000,10,10,0,0,0,감축,비핵심보험[C] 소요無→0
Q4636078,SEO26FF,보험품,master.csv,C,X,X,124044,20,20,0,0,0,감축,비핵심보험[C] 소요無→0
Q4635441,SEO26FF,보험품,master.csv,C,X,X,35000,2,2,0,0,0,감축,비핵심보험[C] 소요無→0
Q4642447,SEO26FF,보험품,master.csv,C,X,X,1080000,1,1,0,0,0,감축,비핵심보험[C] 소요無→0
Q4662921,SEO26FF,보험품,master.csv,B,X,X,13000,8,8,0,0,0,감축,비핵심보험[B] 소요無→0
Q4663525,SEO26FF,계획품,master.csv,C,X,X,116356,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4652294,SEO26FF,보험품,master.csv,B,X,X,4145000,2,2,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2"
Q4640645,SEO26FF,보험품,master.csv,C,X,X,840000,3,3,1,0,0,감축,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1"
Q4671514,SEO26FF,보험품,master.csv,B,X,X,1800000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4659090,SEO26FF,계획품,master.csv,B,X,X,17400000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4675700,SEO26FF,보험품,master.csv,B,X,X,1015000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4676007,SEO26FF,계획품,master.csv,A,X,O,2009865,1,1,1,0,0,유지,핵심설비계획품 소요활발(λ4.6)→소량1
Q4668630,SEO26FF,보험품,master.csv,B,X,X,134000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4668643,SEO26FF,보험품,master.csv,B,X,X,5840000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4670923,SEO26FF,보험품,master.csv,C,X,X,99000,1,1,0,0,0,감축,비핵심보험[C] 소요無→0
QS429155,SEO26FF,보험품,master.csv,C,X,O,14300000,1,3,1,0,0,유지,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한0,기준1→1"
Q4677113,SEO26FF,보험품,master.csv,B,X,X,5820000,2,2,0,0,0,감축,비핵심보험[B] 소요無→0
Q4679740,SEO26FF,계획품,master.csv,C,X,X,95000,3,6,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4681514,SEO26FF,계획품,master.csv,B,X,X,806286,8,8,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4681315,SEO26FF,계획품,master.csv,B,X,X,10625000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4704375,SEO26FF,계획품,master.csv,B,X,X,48000000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4686594,SEO26FF,보험품,master.csv,A,X,O,355000,2,2,1,0,0,감축,핵심보험[A] 소요無→기준1
Q4691588,SEO26FF,보험품,master.csv,B,X,X,5250000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4696404,SEO26FF,계획품,master.csv,B,X,X,870000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4697155,SEO26FF,계획품,master.csv,B,X,X,52616700,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4709438,SEO26FF,계획품,master.csv,A,X,O,15693210,2,2,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4695959,SEO26FF,계획품,master.csv,B,X,X,9490000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4695963,SEO26FF,계획품,master.csv,B,X,X,9490000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4695964,SEO26FF,계획품,master.csv,B,X,X,9490000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4695965,SEO26FF,계획품,master.csv,B,X,X,9490000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4709544,SEO26FF,계획품,master.csv,B,X,X,2000000,3,3,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4709545,SEO26FF,계획품,master.csv,B,X,X,2000000,4,4,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4688109,SEO26FF,보험품,master.csv,B,X,X,925973,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4699400,SEO26FF,보험품,master.csv,C,X,X,16340430,2,3,0,0,0,감축,비핵심보험[C] 소요無→0
Q4699194,SEO26FF,계획품,master.csv,B,X,X,515350,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4698941,SEO26FF,계획품,master.csv,A,X,O,38000,2,2,1,0,0,감축,핵심설비계획품 소요활발(λ24.2)→소량1
Q4712148,SEO26FF,계획품,master.csv,B,X,X,380989,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712149,SEO26FF,계획품,master.csv,B,X,X,581781,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712150,SEO26FF,계획품,master.csv,B,X,X,1714451,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712151,SEO26FF,계획품,master.csv,C,X,X,1122373,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712152,SEO26FF,계획품,master.csv,B,X,X,844354,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712503,SEO26FF,계획품,master.csv,B,X,X,25160000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4712672,SEO26FF,계획품,master.csv,A,X,O,25860000,1,1,0,0,0,감축,핵심설비 계획품이나 3년무소요→0
Q4716626,SEO26FF,계획품,master.csv,C,X,X,280000,40,40,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4716627,SEO26FF,계획품,master.csv,C,X,X,280000,40,40,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702499,SEO26FF,계획품,master.csv,C,X,X,462000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702501,SEO26FF,계획품,master.csv,C,X,X,515000,10,10,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702503,SEO26FF,계획품,master.csv,B,X,X,1480000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702505,SEO26FF,계획품,master.csv,C,X,X,505000,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702518,SEO26FF,계획품,master.csv,B,X,X,2540000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702521,SEO26FF,계획품,master.csv,B,X,X,2540000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702522,SEO26FF,계획품,master.csv,B,X,X,2480000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702525,SEO26FF,계획품,master.csv,B,X,X,1510000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702528,SEO26FF,계획품,master.csv,B,X,X,2540000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702532,SEO26FF,계획품,master.csv,B,X,X,1510000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4702536,SEO26FF,계획품,master.csv,B,X,X,1480000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4701430,SEO26FF,계획품,master.csv,C,X,X,2100000,6,6,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4700741,SEO26FF,보험품,master.csv,B,X,X,378000,1,1,0,0,0,감축,비핵심보험[B] 소요無→0
Q4700628,SEO26FF,계획품,master.csv,B,X,X,1863000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4700632,SEO26FF,계획품,master.csv,B,X,X,48584,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4700633,SEO26FF,계획품,master.csv,B,X,X,68224,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4700636,SEO26FF,계획품,master.csv,B,X,X,2900000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4710841,SEO26FF,계획품,master.csv,B,X,X,21000,10,10,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4711186,SEO26FF,계획품,master.csv,C,X,X,39000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4711077,SEO26FF,계획품,master.csv,B,X,X,3870000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4711472,SEO26FF,계획품,master.csv,B,X,X,3838000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4711473,SEO26FF,계획품,master.csv,C,X,X,2922800,2,2,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4693469,SEO26FF,계획품,master.csv,B,X,X,770000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4694508,SEO26FF,계획품,master.csv,B,X,X,50000,42,42,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4693461,SEO26FF,계획품,master.csv,B,X,X,1540000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q4693466,SEO26FF,계획품,master.csv,B,X,X,1078000,1,1,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주)
Q1000737,SEO26FF,보험품,master.csv,S,O,X,760000,0,3,1,1,760000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1"
Q1000745,SEO26FF,보험품,master.csv,S,O,X,1220000,2,2,4,2,2440000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한6,기준2→4"
Q1000781,SEO26FF,보험품,master.csv,S,O,X,5456724,0,0,2,2,10913448,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준2→2"
Q1000971,SEO26FF,보험품,master.csv,S,O,X,3567054,0,3,1,1,3567054,발주,핵심보험[S] 소요無→기준1
Q1032374,SEO26FF,보험품,master.csv,S,O,X,208614,0,1,3,3,625842,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준2→3"
Q1039284,SEO26FF,보험품,master.csv,S,O,X,5435000,0,1,2,2,10870000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2"
Q1039371,SEO26FF,보험품,master.csv,S,O,X,1179555,1,1,2,1,1179555,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2"
Q1040012,SEO26FF,보험품,master.csv,S,O,X,6820905,0,0,2,2,13641810,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준2→2"
Q1040224,SEO26FF,보험품,master.csv,S,O,X,8936000,0,0,2,2,17872000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준2→2"
Q1040225,SEO26FF,보험품,master.csv,S,O,X,5261841,0,0,2,2,10523682,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준2→2"
Q1040312,SEO26FF,보험품,master.csv,S,O,X,1120000,0,1,4,4,4480000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준1→4"
Q1042306,SEO26FF,보험품,master.csv,S,O,X,205000,3,8,3,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3"
Q1042421,SEO26FF,보험품,master.csv,S,O,X,5550000,0,0,1,1,5550000,발주,핵심보험[S] 소요無→기준1
Q1048997,SEO26FF,보험품,master.csv,S,O,X,2149164,2,4,1,0,0,감축,핵심보험[S] 소요無→기준1
Q1049004,SEO26FF,보험품,master.csv,S,O,X,3016846,0,6,1,1,3016846,발주,핵심보험[S] 소요無→기준1
Q1071793,SEO26FF,보험품,master.csv,S,O,X,76349,0,0,25,25,1908725,발주,"핵심보험[S] μ_LT+SS(Z2.58)=25,상한32,기준6→25"
Q1073119,SEO26FF,보험품,master.csv,S,O,X,6502210,0,0,1,1,6502210,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한2,기준1→1"
Q1073185,SEO26FF,보험품,master.csv,S,O,X,74104,0,0,24,24,1778496,발주,"핵심보험[S] μ_LT+SS(Z2.58)=24,상한28,기준6→24"
Q1073416,SEO26FF,보험품,master.csv,S,O,X,76349,0,0,24,24,1832376,발주,"핵심보험[S] μ_LT+SS(Z2.58)=24,상한30,기준6→24"
Q1073453,SEO26FF,보험품,master.csv,S,O,X,76349,0,0,21,21,1603329,발주,"핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준6→21"
Q1074634,SEO26FF,보험품,master.csv,S,O,X,63152000,0,1,2,2,126304000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준2→2"
Q1074772,SEO26FF,보험품,master.csv,S,O,X,52155000,0,4,4,4,208620000,발주,핵심보험[S] 소요無→기준4
Q1078283,SEO26FF,보험품,master.csv,S,O,X,5949060,0,5,4,4,23796240,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한4,기준2→4"
Q1137969,SEO26FF,보험품,master.csv,S,O,X,9302623,4,18,1,0,0,감축,핵심보험[S] 소요無→기준1
Q1218357,SEO26FF,보험품,master.csv,S,O,X,10789575,3,4,1,0,0,감축,핵심보험[S] 소요無→기준1
Q1218391,SEO26FF,보험품,master.csv,S,O,X,706654,1,10,1,0,0,유지,핵심보험[S] 소요無→기준1
Q1218393,SEO26FF,보험품,master.csv,S,O,X,2577600,0,3,1,1,2577600,발주,핵심보험[S] 소요無→기준1
Q1219164,SEO26FF,보험품,master.csv,S,O,X,1888445,3,4,1,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1"
Q1260654,SEO26FF,보험품,master.csv,S,O,X,440836,4,20,1,0,0,감축,핵심보험[S] 소요無→기준1
Q1292612,SEO26FF,보험품,master.csv,S,O,X,4900000,0,0,6,6,29400000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=6,상한8,기준4→6"
Q1314441,SEO26FF,보험품,master.csv,S,O,X,3598518,0,0,1,1,3598518,발주,핵심보험[S] 소요無→기준1
Q1316039,SEO26FF,보험품,master.csv,S,O,X,135333,0,4,1,1,135333,발주,핵심보험[S] 소요無→기준1
Q2010934,SEO26FF,보험품,master.csv,S,O,X,0,0,0,2,2,0,발주,핵심보험[S] 소요無→기준2
Q2024559,SEO26FF,보험품,master.csv,S,O,X,9000000,1,3,3,2,18000000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준3→3"
Q2028061,SEO26FF,보험품,master.csv,S,O,X,84025400,0,0,2,2,168050800,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2"
Q2028134,SEO26FF,보험품,master.csv,S,O,X,9333184,0,0,1,1,9333184,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1"
Q2045742,SEO26FF,보험품,master.csv,S,O,X,4099280,0,2,1,1,4099280,발주,핵심보험[S] 소요無→기준1
Q2054727,SEO26FF,보험품,master.csv,S,O,X,3945376,16,22,21,5,19726878,발주,"핵심보험[S] μ_LT+SS(Z2.58)=21,상한30,기준1→21"
Q2062201,SEO26FF,보험품,master.csv,S,O,X,2325188,1,16,1,0,0,유지,핵심보험[S] 소요無→기준1
Q2074769,SEO26FF,보험품,master.csv,S,O,X,410000,0,0,4,4,1640000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준2→4"
Q2088228,SEO26FF,보험품,master.csv,S,O,X,5351957,3,5,1,0,0,감축,핵심보험[S] 소요無→기준1
Q2094703,SEO26FF,보험품,master.csv,S,O,X,18565170,0,0,1,1,18565170,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1"
Q2118996,SEO26FF,보험품,master.csv,S,O,X,2396595,0,5,1,1,2396595,발주,핵심보험[S] 소요無→기준1
Q2124049,SEO26FF,보험품,master.csv,S,O,X,400000,0,0,15,15,6000000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=15,상한50,기준10→15"
Q2130291,SEO26FF,보험품,master.csv,S,O,X,6024410,3,13,1,0,0,감축,핵심보험[S] 소요無→기준1
Q2130293,SEO26FF,보험품,master.csv,S,O,X,4616560,0,4,1,1,4616560,발주,핵심보험[S] 소요無→기준1
Q2139998,SEO26FF,보험품,master.csv,S,O,X,5745152,1,1,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1"
Q2143592,SEO26FF,보험품,master.csv,S,O,X,7982500,0,8,1,1,7982500,발주,핵심보험[S] 소요無→기준1
Q2143616,SEO26FF,보험품,master.csv,S,O,X,541022,0,12,1,1,541022,발주,핵심보험[S] 소요無→기준1
Q2185181,SEO26FF,보험품,master.csv,S,O,X,5433560,5,8,1,0,0,감축,핵심보험[S] 소요無→기준1
Q2212113,SEO26FF,보험품,master.csv,S,O,X,5700000,1,2,2,1,5700000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2"
Q2226242,SEO26FF,보험품,master.csv,S,O,X,11730000,0,1,1,1,11730000,발주,핵심보험[S] 소요無→기준1
Q4017996,SEO26FF,보험품,master.csv,S,O,X,4882524,3,8,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4017997,SEO26FF,보험품,master.csv,S,O,X,2160174,3,10,1,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1"
Q4017998,SEO26FF,보험품,master.csv,S,O,X,17510329,1,9,2,1,17510329,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2"
Q4017999,SEO26FF,보험품,master.csv,S,O,X,5486984,4,22,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4018000,SEO26FF,보험품,master.csv,S,O,X,5476820,4,14,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4018004,SEO26FF,보험품,master.csv,S,O,X,1431351,2,14,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4018005,SEO26FF,보험품,master.csv,S,O,X,2492262,13,27,4,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한0,기준4→4"
Q4018007,SEO26FF,보험품,master.csv,S,O,X,1081894,5,26,7,2,2163788,발주,핵심보험[S] 소요無→기준7
Q4018011,SEO26FF,보험품,master.csv,S,O,X,735324,3,28,10,7,5147270,발주,핵심보험[S] 소요無→기준10
Q4018012,SEO26FF,보험품,master.csv,S,O,X,883062,3,14,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4018014,SEO26FF,보험품,master.csv,S,O,X,2290425,3,18,2,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2"
Q4018015,SEO26FF,보험품,master.csv,S,O,X,2532781,1,29,8,7,17729468,발주,핵심보험[S] 소요無→기준8
Q4018016,SEO26FF,보험품,master.csv,S,O,X,1723854,1,7,1,0,0,유지,핵심보험[S] 소요無→기준1
Q4018018,SEO26FF,보험품,master.csv,S,O,X,3050316,1,27,13,12,36603797,발주,핵심보험[S] 소요無→기준13
Q4018019,SEO26FF,보험품,master.csv,S,O,X,2360508,1,6,1,0,0,유지,핵심보험[S] 소요無→기준1
Q4018022,SEO26FF,보험품,master.csv,S,O,X,10592621,2,15,2,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준2→2"
Q4018023,SEO26FF,보험품,master.csv,S,O,X,2757626,0,10,1,1,2757626,발주,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1"
Q4018210,SEO26FF,보험품,master.csv,S,O,X,2911135,3,15,6,3,8733404,발주,"핵심보험[S] μ_LT+SS(Z2.58)=6,상한10,기준1→6"
Q4039953,SEO26FF,보험품,master.csv,S,O,X,22320000,2,2,3,1,22320000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한3,기준1→3"
Q4169627,SEO26FF,보험품,master.csv,S,O,X,416357,4,30,2,0,0,감축,핵심보험[S] 소요無→기준2
Q4169634,SEO26FF,보험품,master.csv,S,O,X,5243066,0,3,2,2,10486132,발주,핵심보험[S] 소요無→기준2
Q4169635,SEO26FF,보험품,master.csv,S,O,X,2710126,1,7,1,0,0,유지,핵심보험[S] 소요無→기준1
Q4173290,SEO26FF,보험품,master.csv,S,O,X,15145171,2,7,3,1,15145171,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3"
Q4174454,SEO26FF,보험품,master.csv,S,O,X,3012982,1,13,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1"
Q4174455,SEO26FF,보험품,master.csv,S,O,X,31841016,1,10,1,0,0,유지,핵심보험[S] 소요無→기준1
Q4178355,SEO26FF,보험품,master.csv,S,O,X,19450000,0,0,4,4,77800000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준2→4"
Q4185031,SEO26FF,보험품,master.csv,S,O,X,1960000,0,0,4,4,7840000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준1→4"
Q4192133,SEO26FF,보험품,master.csv,S,O,X,5560877,2,7,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4192171,SEO26FF,보험품,master.csv,S,O,X,5560877,2,7,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4192179,SEO26FF,보험품,master.csv,S,O,X,8200889,1,6,1,0,0,유지,핵심보험[S] 소요無→기준1
Q4210213,SEO26FF,보험품,master.csv,S,O,X,9950000,0,0,2,2,19900000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2"
Q4230326,SEO26FF,보험품,master.csv,S,O,X,4206656,2,2,1,0,0,감축,핵심보험[S] 소요無→기준1
Q4257701,SEO26FF,보험품,master.csv,S,O,X,57383200,1,1,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1"
Q4269272,SEO26FF,보험품,master.csv,S,O,X,1622917,2,6,1,0,0,감축,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1"
Q4441695,SEO26FF,보험품,master.csv,S,O,X,56339009,1,1,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1"
Q4521625,SEO26FF,보험품,master.csv,S,O,X,1040000000,0,0,1,1,1040000000,발주,핵심보험[S] 소요無→기준1
Q4604630,SEO26FF,보험품,master.csv,S,O,X,1503362000,0,1,1,1,1503362000,발주,핵심보험[S] 소요無→기준1
QS424543,SEO26FF,보험품,master.csv,S,O,X,98500000,0,0,1,1,98500000,발주,핵심보험[S] 소요無→기준1
