q,dept,targetIns,reasonIns,gradeIns,signalIns,statusIns,targetPln,reasonPln,gradePln,signalPln,statusPln
Q4034340,SEO26FF,371,"비핵심보험[C] μ_LT+SS(Z1.28)=371,상한777→371",C,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4037546,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4039953,SEO26FF,3,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한3,기준1→3",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.9)→0,S,gray,재고불요
Q4041104,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4045098,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4045501,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4045748,SEO26FF,5,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한8→5",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4047391,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4051167,SEO26FF,3,"핵심보험[A] μ_LT+SS(Z2.05)=3,상한4,기준1→3",A,gray,충분,1,핵심설비계획품 소요활발(λ1.5)→소량1,A,gray,충분
Q4057578,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4073338,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4079757,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4080226,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4080430,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,S,red,즉시발주
Q4084463,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한8→3",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4085105,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4089851,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한3,기준1→2",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,red,즉시발주
Q4102245,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4103142,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q4104776,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4112995,SEO26FF,4,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,A,gray,재고불요
Q4119198,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,red,즉시발주
Q4124066,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4136434,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4140768,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4140770,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4156386,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4168315,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한5→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4168388,SEO26FF,6,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한20→6",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4169627,SEO26FF,2,핵심보험[S] 소요無→기준2,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4169634,SEO26FF,2,핵심보험[S] 소요無→기준2,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4169635,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4169942,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4172575,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한4→2",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4173290,SEO26FF,3,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",S,yellow,발주임박,1,핵심설비계획품 소요활발(λ1.9)→소량1,S,gray,충분
Q4174454,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,S,gray,재고불요
Q4174455,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4178355,SEO26FF,4,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준2→4",S,red,즉시발주,1,핵심설비계획품 소요활발(λ1.3)→소량1,S,red,즉시발주
Q4182619,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4185031,SEO26FF,4,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한8,기준1→4",S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4188532,SEO26FF,5,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한6→5",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4189150,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한4→3",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4189151,SEO26FF,6,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한14→6",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4192133,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4192171,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4192179,SEO26FF,1,핵심보험[S] 소요無→기준1,S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4198917,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.3)→0,A,gray,재고충분
Q4200634,SEO26FF,6,"비핵심보험[A] μ_LT+SS(Z2.05)=7,상한6→6",A,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),A,gray,재고불요
Q4203928,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한0→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고충분
Q4204059,SEO26FF,4,"핵심보험[A] μ_LT+SS(Z2.05)=4,상한4,기준1→4",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4204060,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한0,기준1→2",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4204061,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4204062,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1",A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4208633,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4210213,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한3,기준1→2",S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4210315,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4210501,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4210610,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4210612,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4225250,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4229869,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4230326,SEO26FF,1,핵심보험[S] 소요無→기준1,S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4232430,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4232896,SEO26FF,65,"비핵심보험[C] μ_LT+SS(Z1.28)=65,상한195→65",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4232897,SEO26FF,130,"비핵심보험[C] μ_LT+SS(Z1.28)=130,상한260→130",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4233153,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q4239083,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한3→3",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4245535,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고충분
Q4245876,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4246475,SEO26FF,10,"비핵심보험[C] μ_LT+SS(Z1.28)=10,상한0→10",C,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,C,gray,재고충분
Q4251042,SEO26FF,20,"비핵심보험[C] μ_LT+SS(Z1.28)=20,상한0→20",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4256411,SEO26FF,5,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한10→5",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4257701,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한1,기준1→1",S,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,S,gray,재고불요
Q4264097,SEO26FF,5,"비핵심보험[C] μ_LT+SS(Z1.28)=5,상한0→5",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4269272,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",S,gray,충분,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4273074,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한5→3",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4278883,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4280135,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한0→4",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4283104,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4295492,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",B,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.1)→0,B,gray,재고충분
Q4308842,SEO26FF,1,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한0,기준1→1",C,green,여유,0,핵심설비 계획품이나 3년무소요→0,C,gray,재고불요
Q4310783,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한0,기준1→2",S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4312812,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4321160,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4327789,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4336678,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4342710,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4347498,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4348128,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4349846,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4354776,SEO26FF,9,"비핵심보험[C] μ_LT+SS(Z1.28)=9,상한12→9",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4357975,SEO26FF,3,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한10→3",B,red,즉시발주,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4383840,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4383841,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한1→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4384099,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한0→3",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4386124,SEO26FF,3,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한4,기준1→3",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.3)→0,S,gray,재고충분
Q4390457,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4390712,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4394089,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4398385,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4403031,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4410007,SEO26FF,3,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한6→3",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4412119,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한0,기준1→1",A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4412288,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4412576,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4416013,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4416076,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4416082,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4418347,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한4→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4419677,SEO26FF,5,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한12,기준1→5",A,yellow,발주임박,0,핵심설비 계획품이나 3년무소요→0,A,red,즉시발주
Q4419678,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한12→4",C,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4423761,SEO26FF,0,비핵심보험[B] 소요無→0,B,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4435466,SEO26FF,4,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한8→4",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,red,즉시발주
Q4439263,SEO26FF,1,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1",C,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,C,gray,재고충분
Q4439264,SEO26FF,1,"핵심보험[C] μ_LT+SS(Z1.28)=1,상한2,기준1→1",C,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,C,gray,재고충분
Q4439265,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,A,gray,재고충분
Q4439266,SEO26FF,2,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한2,기준1→2",S,yellow,발주임박,0,핵심설비 계획품이나 소요비활발(λ0.4)→0,S,gray,재고충분
Q4439269,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4439270,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4441695,SEO26FF,1,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",S,green,여유,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
Q4443501,SEO26FF,6,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4444346,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4450272,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4453988,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4459402,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4460076,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고충분
Q4465267,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,yellow,발주임박,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4468493,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4468503,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4468504,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고충분
Q4470227,SEO26FF,1,핵심보험[A] 소요無→기준1,A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4471030,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4471765,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4474243,SEO26FF,0,비핵심보험[C] 소요無→0,C,gray,재고불요,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고충분
Q4480769,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4485045,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4485080,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4485081,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4485087,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4493662,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4497103,SEO26FF,1,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",B,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4499010,SEO26FF,1,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한2→1",C,gray,충분,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4501966,SEO26FF,1,핵심보험[A] 소요無→기준1,A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q4503767,SEO26FF,8,"핵심보험[A] μ_LT+SS(Z2.05)=8,상한15,기준1→8",A,gray,충분,0,핵심설비 계획품이나 소요비활발(λ0.5)→0,A,gray,재고불요
Q4503770,SEO26FF,8,"핵심보험[A] μ_LT+SS(Z2.05)=8,상한12,기준1→8",A,gray,충분,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고불요
Q4504475,SEO26FF,1,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고불요
Q4504476,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고충분
Q4504478,SEO26FF,2,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",A,green,여유,0,핵심설비 계획품이나 소요비활발(λ0.2)→0,A,gray,재고충분
Q4515205,SEO26FF,36,"핵심보험[A] μ_LT+SS(Z2.05)=36,상한36,기준1→36",A,yellow,발주임박,0,핵심설비 계획품이나 3년무소요→0,A,red,즉시발주
Q4515206,SEO26FF,8,"핵심보험[A] μ_LT+SS(Z2.05)=8,상한0,기준1→8",A,green,여유,0,핵심설비 계획품이나 3년무소요→0,A,gray,재고충분
Q4515573,SEO26FF,2,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한2→2",C,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),C,gray,재고불요
Q4517465,SEO26FF,2,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4517801,SEO26FF,6,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한6→6",B,green,여유,0,계획품 원칙0(비핵심설비→수리일정발주),B,gray,재고불요
Q4521625,SEO26FF,1,핵심보험[S] 소요無→기준1,S,red,즉시발주,0,핵심설비 계획품이나 3년무소요→0,S,gray,재고불요
