q,dept,name,group,type,csp,ceq,wh,stockDept,stockAll,suppliers,price,ltMean,ltStd,cycles,proc,recvDate,eq,holdStd
Q4232430,SEO26FF,Manual Valve,Q_Manual Valve,보험품,X,X,QFC01,1,1,1,3295040,86.67,28.75,3,국내,2025-05-22,,
Q4232896,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,33,33,2,43000,62,15.56,2,국내,2026-02-27,,
Q4232897,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,66,66,2,20000,62,15.56,2,국내,2026-02-27,,
Q4233153,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QHB24,4,4,1,278500,53,0,1,국내,2026-07-22,FM Crop Shear,
Q4239083,SEO26FF,Instrument Parts,Q_Instrument Parts,보험품,X,X,QHB27,3,3,2,1176408.9,163,141.42,2,수입,2026-04-27,,
Q4245535,SEO26FF,Roller(S),Q_Roller(S),보험품,X,X,QFC01,3,3,2,1280000,76,1.41,2,국내,2025-10-29,FM Main Motor,
Q4245876,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,3,1,654977,134.5,24.68,4,국내,2022-12-21,,
Q4246475,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,6,1,389222,139.43,32.23,7,국내,2026-08-18,Stand Main TR,
Q4251042,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,50,50,1,20996.67,52,12.73,2,국내,2020-01-29,,
Q4256411,SEO26FF,Filter(Ready Made),Q_Filter(Ready Made),보험품,X,X,QFC01,4,4,1,154755,97.8,14.58,5,국내,2025-10-28,,
Q4257701,SEO26FF,Manual Valve,Q_Manual Valve,보험품,O,X,QFC01,1,1,1,57383200,171.67,52.87,9,국내,2026-07-27,,1
Q4264097,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,5,15,3,110000,58.25,18.84,8,국내,2025-11-24,,
Q4269272,SEO26FF,Fan & Blower (Ready),Q_Fan & Blower (Ready),보험품,O,X,QFC01,2,6,3,1622916.84,215.47,69.77,15,수입,2024-03-05,,1
Q4273074,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,3,1150000,61.2,28.26,5,국내,2023-01-10,,
Q4278883,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,295000,69,22,3,국내,2026-04-27,,
Q4280135,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,X,QFC01,16,16,1,9303,56,1.41,2,국내,2024-07-23,,
Q4283104,SEO26FF,Manual Valve,Q_Manual Valve,보험품,X,X,QFC01,1,1,1,895839,39.9,17.65,10,국내,2026-08-31,,
Q4295492,SEO26FF,Manual Valve,Q_Manual Valve,계획품,X,X,QFC01,3,3,1,260514,45.6,24.69,5,국내,2026-08-12,EP 집진기 TR,
Q4308842,SEO26FF,Packing & Seal,Q_Packing & Seal,계획품,X,O,QFC01,1,2,1,205340,67.33,34.7,3,국내,2018-10-26,FM Crop Shear,
Q4310783,SEO26FF,Packing & Seal,Q_Packing & Seal,계획품,X,O,QFC01,2,2,1,17539,107.8,94.61,5,국내,2022-12-28,FM Crop Shear,
Q4312812,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,X,QHB25,1,1,1,2480000,80,0,1,국내,2016-10-24,,
Q4321160,SEO26FF,Fan & Blower (Order),Q_Fan & Blower (Order),보험품,X,X,QVC03,1,1,1,4850000,78,0,1,국내,2017-02-03,FM Main Motor,
Q4327789,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,1,1,2,2100000,67.33,21.03,3,국내,2023-04-10,,
Q4336678,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,7354160,58,3.61,3,국내,2019-06-10,,
Q4342710,SEO26FF,Bolt & Nut,Q_Bolt & Nut,계획품,X,X,QFC01,20,20,2,2791,122.33,126.69,3,수입,2020-10-28,,
Q4347498,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QHB24,1,1,1,125000,60.5,13.44,2,국내,2026-01-29,FM Spindle 감속기,
Q4348128,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,X,QFC01,400,400,2,3220,66.86,52.48,7,수입,2023-01-18,,
Q4349846,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,6,8,2,35800000,107,38.18,2,국내,2026-06-10,,
Q4354776,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QFC01,12,12,1,183980,42.89,9.2,9,국내,2024-03-06,,
Q4357975,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QFC01,1,1,1,3802490,68.5,24.77,8,국내,2025-03-06,,
Q4383840,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,1,1,5,1870000,106.25,64.51,12,국내,2025-10-29,,
Q4383841,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QFC01,2,2,5,1680000,124.89,63.67,9,국내,2025-10-29,,
Q4384099,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,3,2,904166,151.75,52.32,4,수입,2023-07-25,,
Q4386124,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,O,QFC01,2,2,1,8923590,135.5,20.51,2,국내,2019-04-04,QOC Servo,
Q4390457,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,17928000,91,0,1,국내,2018-03-30,,
Q4390712,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QHB27,1,1,1,17212690,175.67,31.21,3,국내,2026-06-11,,
Q4394089,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,보험품,X,X,QVC03,1,1,1,3970000,76,8.29,4,국내,2021-04-02,,
Q4398385,SEO26FF,Filter(Ready Made),Q_Filter(Ready Made),보험품,X,X,QFC01,1,1,1,7049560,102,26.85,3,국내,2023-07-21,,
Q4403031,SEO26FF,Instrument Parts,Q_Instrument Parts,보험품,X,X,QFC01,4,4,1,87355,41.55,18.17,20,국내,2025-02-18,,
Q4410007,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,6,6,2,43000,54,19.08,3,국내,2021-06-10,,
Q4412119,SEO26FF,Chain,Q_Chain,보험품,X,O,QFC01,2,2,1,81019,36,6.56,3,국내,2023-03-20,FM Roll Alignment,
Q4412288,SEO26FF,Gear & Gear box,Q_Gear & Gear box,계획품,X,O,QFC01,2,2,1,2500000,107,5.66,2,국내,2018-10-01,FM Spindle 감속기,
Q4412576,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QFC01,1,1,2,11850000,71,13.08,3,국내,2025-12-29,,
Q4416013,SEO26FF,Drive Coupling,Q_Drive Coupling,계획품,X,O,QFC01,1,1,1,250000,78,0,1,국내,2018-09-28,FM Spindle 감속기,
Q4416076,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QFC01,2,2,1,975000,63,16.09,3,국내,2026-07-27,,
Q4416082,SEO26FF,Rotary/Swivel Joint,Q_Rotary/Swivel Joint,계획품,X,X,QFC01,1,1,1,600000,83.25,48.69,4,국내,2026-03-10,,
Q4418347,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QVC03,1,1,1,51170000,77.5,19.64,4,국내,2022-06-15,,
Q4419677,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QFC01,4,4,2,800000,77.67,8.82,6,국내,2026-08-11,FM Roll Alignment,
Q4419678,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,3,3,3,863000,66.86,11.82,7,국내,2026-08-12,,
Q4423761,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,2,2,1,935000,55,0,1,국내,2018-11-30,,
Q4435466,SEO26FF,Roller(S),Q_Roller(S),보험품,X,X,QFC01,4,4,3,341000,58.33,17.16,3,국내,2025-08-26,FM Main Motor,
Q4439263,SEO26FF,Hydraulic Cylinder(Critical),Q_Hydraulic Cylinder(Critical),보험품,X,O,QFC01,1,2,2,11500000,103,35.36,2,국내,2023-03-24,QOC Servo,
Q4439264,SEO26FF,Hydraulic Cylinder(Critical),Q_Hydraulic Cylinder(Critical),보험품,X,O,QFC01,1,2,2,11900000,92,31.43,3,국내,2025-03-17,QOC Servo,
Q4439265,SEO26FF,Hydraulic Cylinder(Critical),Q_Hydraulic Cylinder(Critical),보험품,X,O,QFC01,1,1,2,11900000,108.5,43.13,2,국내,2023-04-20,QOC Servo,
Q4439266,SEO26FF,Hydraulic Cylinder(Critical),Q_Hydraulic Cylinder(Critical),보험품,X,O,QFC01,1,1,2,14806000,201.5,174.66,2,국내,2023-10-23,QOC Servo,
Q4439269,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,1,2,2,9990000,97,12.73,2,국내,2023-05-16,,
Q4439270,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,1,1,1,1378541,76,0,1,국내,2019-04-29,,
Q4441695,SEO26FF,Motor (Ready),Q_Motor (Ready),보험품,O,X,QFC01,1,1,1,56339008.85,233,0,1,수입,2019-11-06,,1
Q4443501,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,6,6,4,8000,40.5,6.06,6,국내,2026-01-09,,
Q4444346,SEO26FF,Drive Coupling,Q_Drive Coupling,계획품,X,X,QFC01,1,1,1,180000,52,0,1,국내,2019-06-05,,
Q4450272,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,1,1,2,3800000,73.5,12.02,2,국내,2019-12-10,,
Q4453988,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QFC01,1,1,1,8726315,70.5,7.78,2,국내,2023-01-19,,
Q4459402,SEO26FF,Drive Joint,Q_Drive Joint,보험품,X,X,QHB25,2,2,1,400000,42,0,1,국내,2019-10-14,,
Q4460076,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,O,QFC01,1,1,1,2685000,42,0,1,국내,2019-11-01,FM Edge Heater,
Q4465267,SEO26FF,Hydraulic Cylinder(Critical),Q_Hydraulic Cylinder(Critical),보험품,X,X,QVC03,1,1,3,13900000,114.55,42.24,11,국내,2026-05-19,,
Q4468493,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QFC01,2,2,1,199680,48,0,1,국내,2020-03-02,FM Main Motor,
Q4468503,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,763840,58,0,1,국내,2020-03-12,FM Main Motor,
Q4468504,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,763840,48,0,1,국내,2020-03-02,FM Main Motor,
Q4470227,SEO26FF,Machining(General),Q_Machining(General),계획품,X,O,QFC01,1,1,1,99290,45,0,1,국내,2020-02-28,FM Main Motor,
Q4471030,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,1462350,45,0,1,국내,2020-02-28,,
Q4471765,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,1,1,3,2420000,106.33,44.77,3,국내,2026-04-15,,
Q4474243,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,550700,51,0,1,국내,2020-04-24,FM Main Motor,
Q4480769,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,2,2,2,3976000,90.6,17.7,5,국내,2026-04-08,,
Q4485045,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,730000,53,0,1,국내,2023-04-12,,
Q4485080,SEO26FF,Ball & Roller BRG,Q_Ball & Roller BRG,보험품,X,X,QVC03,1,1,1,12883750,109,0,1,국내,2020-09-16,,
Q4485081,SEO26FF,Ball & Roller BRG,Q_Ball & Roller BRG,보험품,X,X,QVC03,1,1,1,11646910,109,0,1,국내,2020-09-16,,
Q4485087,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,620000,53,0,1,국내,2023-04-12,,
Q4493662,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,2,2,1,1200000,95,0,1,국내,2020-12-17,,
Q4497103,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,1,100000,72.67,18.45,3,국내,2022-09-21,,
Q4499010,SEO26FF,Machinery Common,Q_Machinery Common,보험품,X,X,QFC01,4,5,1,36657320,166.94,59.2,16,국내,2026-05-18,,
Q4501966,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,8,8,1,32000,51,0,1,국내,2021-01-12,FM Hot Leveller,
Q4503767,SEO26FF,Common items,Q_Common items,보험품,X,O,QFC01,15,15,1,115326,44.8,6.06,5,국내,2024-05-23,FM Hot Leveller,
Q4503770,SEO26FF,Common items,Q_Common items,계획품,X,O,QFC01,10,10,1,41188,47.75,3.3,4,국내,2026-03-11,FM Hot Leveller,
Q4504475,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,1,1,1,630000,68,0,1,국내,2021-03-09,FM Hot Leveller,
Q4504476,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,2,2,1,490000,68,0,1,국내,2021-03-09,FM Roll Alignment,
Q4504478,SEO26FF,Machining(General),Q_Machining(General),보험품,X,O,QFC01,2,2,1,420000,68,0,1,국내,2021-03-09,FM Roll Alignment,
Q4515205,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,O,QFC01,20,20,1,15061,33.67,12.1,3,국내,2022-07-05,FM Roll Alignment,
Q4515206,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,O,QFC01,8,8,1,21083,40.5,3.54,2,국내,2022-01-13,FM Roll Alignment,
Q4515573,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,2,3,1,2650000,64,8.49,2,국내,2023-06-23,,
Q4517465,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,2,2,1,845000,107,0,1,국내,2021-07-28,,
Q4517801,SEO26FF,Wheel,Q_Wheel,보험품,X,X,QFC01,6,6,1,795000,107,0,1,국내,2021-07-28,,
Q4521625,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,O,X,QFC01,0,0,1,1040000000,511,0,1,국내,2022-12-06,,1
Q4524604,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QVC03,1,1,2,4300000,82,15.13,3,국내,2025-06-12,,
Q4524949,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,보험품,X,X,QFC01,2,2,1,1100000,86.33,24.91,3,국내,2025-06-12,,
Q4530897,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,920000,115,0,1,국내,2021-12-10,,
Q4531078,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QVC03,3,3,1,1370000,54.67,5.13,3,국내,2026-03-05,FM Main Motor,
Q4532058,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QHB25,1,1,1,630000,50,0,1,국내,2021-10-19,Stand Main TR,
Q4535892,SEO26FF,Cast Iron (L),Q_Cast Iron (L),계획품,X,O,QHB24,2,2,1,31900000,132,50.51,3,국내,2026-08-14,FM Roll Alignment,
Q4535894,SEO26FF,Cast Iron (L),Q_Cast Iron (L),계획품,X,O,QHB24,2,2,1,31900000,132,50.51,3,국내,2026-08-14,FM Roll Alignment,
Q4535900,SEO26FF,Cast Iron (L),Q_Cast Iron (L),계획품,X,O,QHB24,1,1,1,41000000,114.33,59.21,3,국내,2026-07-31,FM Roll Alignment,
Q4535902,SEO26FF,Cast Iron (L),Q_Cast Iron (L),계획품,X,O,QHB24,1,1,1,41000000,135.5,65.76,2,국내,2026-07-31,FM Roll Alignment,
Q4536719,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,1,870000,53,0,1,국내,2022-01-03,,
Q4537595,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),계획품,X,X,QHB25,2,3,1,5297586,112.25,10.31,4,국내,2026-07-20,,
Q4541491,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,875000,46,8.66,3,국내,2023-04-14,,
Q4541492,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,875000,46,8.66,3,국내,2023-04-14,,
Q4543363,SEO26FF,Gear & Gear box,Q_Gear & Gear box,보험품,X,X,QFC01,1,1,1,3300000,141,0,1,국내,2022-04-29,,
Q4546235,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QHB24,1,2,1,711183,98.75,63.76,4,국내,2025-11-19,,
Q4548256,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,465000,62.5,9.19,2,국내,2025-11-24,,
Q4548258,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,475000,62.5,9.19,2,국내,2025-11-24,,
Q4548259,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,485000,62.5,9.19,2,국내,2025-11-24,,
Q4548260,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,570000,62.5,9.19,2,국내,2025-11-24,,
Q4551506,SEO26FF,Anti-abrasion class(H/F),Q_Anti-abrasion class(H/F),계획품,X,X,QFC01,1,1,1,13700000,119,0,1,국내,2026-05-21,,
Q4551507,SEO26FF,Anti-abrasion class(H/F),Q_Anti-abrasion class(H/F),보험품,X,X,QVC03,1,1,1,12500000,169,0,1,국내,2025-07-02,,
Q4559574,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,6,6,1,400000,61,0,1,국내,2022-07-13,,
Q4559575,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,3,3,1,400000,61,0,1,국내,2022-07-13,,
Q4559600,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,3,3,1,409909,37.71,23.14,7,국내,2026-03-30,,
Q4559686,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,3,3,1,1180000,52,0,1,국내,2022-07-04,,
Q4562126,SEO26FF,Cast Iron (S),Q_Cast Iron (S),보험품,X,X,QFC01,1,1,1,910000,35,0,1,국내,2022-07-20,,
Q4562194,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,946000,42,0,1,국내,2022-07-27,,
Q4572470,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,363895,35,0,1,국내,2022-11-11,,
Q4572473,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,634217,42,0,1,국내,2022-11-18,,
Q4573456,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,X,QFC01,1,1,1,660000,75,0,1,국내,2023-01-30,,
Q4575867,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,363000,62,0,1,국내,2022-12-22,,
Q4576432,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,1,1350000,59.5,2.12,2,국내,2024-07-11,,
Q4576623,SEO26FF,Anti-abrasion class(H/F),Q_Anti-abrasion class(H/F),보험품,X,X,QFC01,1,1,2,1541000,66,7.07,2,국내,2024-07-24,,
Q4576624,SEO26FF,Anti-abrasion class(H/F),Q_Anti-abrasion class(H/F),보험품,X,X,QFC01,1,1,2,1543000,66,7.07,2,국내,2024-07-24,,
Q4582819,SEO26FF,Steel Material,Q_Steel Material,보험품,X,X,QVC07,1,18,1,1605534.17,32.44,15.98,9,국내,2026-08-25,,
Q4585577,SEO26FF,Drive Coupling,Q_Drive Coupling,보험품,X,O,QFC01,3,7,1,130000,37.5,2.12,2,국내,2025-09-23,RM Stand Adjust,
Q4585578,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,5,5,1,59000,42,1.41,2,국내,2023-05-15,,
Q4587154,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,O,QVC03,5,5,1,13399100,199,0,1,국내,2023-09-04,QOC Servo,
Q4588343,SEO26FF,Machining(Special),Q_Machining(Special),보험품,X,X,QHB25,1,1,1,98870000,96,31.11,2,국내,2026-06-04,,
Q4590955,SEO26FF,Cast Steel (S),Q_Cast Steel (S),보험품,X,X,QFC01,2,2,1,1700000,50,0,1,국내,2023-05-04,,
Q4597580,SEO26FF,Common items,Q_Common items,보험품,X,O,QFC01,30,30,1,100911,48,0,1,국내,2023-06-15,FM Hot Leveller,
Q4598537,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QFC01,1,1,1,19269375,114.33,24.79,3,국내,2024-09-24,,
Q4604630,SEO26FF,General Pump (Ready),Q_General Pump (Ready),보험품,O,X,QFC01,0,1,1,1503362000,416.5,31.82,2,국내,2026-07-07,,1
Q4605205,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,2,2,1,1350000,95,0,1,국내,2024-11-11,,
Q4605206,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,586000,76,0,1,국내,2024-10-23,,
Q4606740,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,X,QFC01,28,28,1,3101,44,12.73,2,국내,2025-02-11,,
Q4610709,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB24,10,10,2,19000,47.33,7.51,3,국내,2026-07-28,,
Q4611811,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,4,4,1,135000,52,8.49,2,국내,2024-09-09,,
Q4612557,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QFC01,2,2,1,2774790,92,0,1,국내,2023-12-22,,
Q4616814,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,2,1,304057,272,0,1,국내,2024-07-23,,
Q4625628,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QFC01,1,1,1,27439590,116.5,34.65,2,국내,2024-09-24,,
Q4625646,SEO26FF,Control Valve (Ready),Q_Control Valve (Ready),보험품,X,X,QVC03,1,1,1,39463680,141,0,1,국내,2024-06-04,,
Q4626564,SEO26FF,Bolt & Nut,Q_Bolt & Nut,계획품,X,X,QHB24,150,150,1,538,33.67,10.69,3,국내,2026-06-10,,
Q4627208,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,X,QHB27,1,1,1,17212690,179.67,34.65,3,국내,2026-06-11,,
Q4635441,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,2,2,1,35000,32,2.83,2,국내,2024-06-11,,
Q4635563,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,10,10,1,18000,32,2.83,2,국내,2024-06-11,,
Q4636078,SEO26FF,Bolt & Nut,Q_Bolt & Nut,보험품,X,X,QFC01,20,20,1,124044,48.5,2.12,2,국내,2024-06-12,,
Q4640645,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,3,3,1,840000,39,0,1,국내,2024-07-23,,
Q4642447,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1080000,53,0,1,국내,2024-09-06,,
Q4652294,SEO26FF,Cast Steel (S),Q_Cast Steel (S),보험품,X,X,QHB25,2,2,1,4145000,49,0,1,국내,2024-12-02,,
Q4653124,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,2,2,1,9688580,212,32.53,2,국내,2026-01-08,,
Q4659090,SEO26FF,Hydraulic Cylinder,Q_Hydraulic Cylinder,계획품,X,X,QHB27,1,1,2,17400000,167.5,38.89,2,국내,2026-06-11,,
Q4662921,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,X,QFC01,8,8,1,13000,99,0,1,국내,2025-05-14,,
Q4663525,SEO26FF,Common items,Q_Common items,계획품,X,X,QHB24,3,3,1,116356,44,9.9,2,국내,2026-02-26,,
Q4668630,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,134000,61,0,1,국내,2025-05-26,,
Q4668643,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,5840000,76,0,1,국내,2025-06-10,,
Q4670923,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,99000,34,0,1,국내,2025-05-26,,
Q4671514,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1800000,72,0,1,국내,2025-07-03,,
Q4675700,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,1015000,68,0,1,국내,2025-08-12,,
Q4676007,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,계획품,X,O,QFC01,1,1,1,2009865,39.44,12.8,9,국내,2026-04-14,FM Main Motor,
Q4677113,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QHB24,2,2,1,5820000,104,0,1,국내,2026-05-19,,
Q4679740,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,3,6,1,95000,68.5,3.54,2,국내,2026-07-23,,
Q4681315,SEO26FF,Anti-abrasion class(H/F),Q_Anti-abrasion class(H/F),계획품,X,X,QHB25,1,1,1,10625000,84.5,9.19,2,국내,2026-04-27,,
Q4681514,SEO26FF,Bolt & Nut,Q_Bolt & Nut,계획품,X,X,QHB25,8,8,1,806286,85,0,1,국내,2025-10-22,,
Q4686594,SEO26FF,Non/Fe Casting Metal(Copper),Q_Non/Fe Casting Metal(Copper),보험품,X,O,QFC01,2,2,1,355000,49,0,1,국내,2025-10-30,QOC Servo,
Q4688109,SEO26FF,Hydraulic & Pneumatics,Q_Hydraulic & Pneumatics,보험품,X,X,QFC01,1,1,1,925972.6,175,0,1,수입,2026-04-06,,
Q4691588,SEO26FF,Machining(General),Q_Machining(General),보험품,X,X,QFC01,1,1,1,5250000,65,0,1,국내,2026-01-14,,
Q4693461,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,1540000,66,0,1,국내,2026-02-02,,
Q4693466,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,1078000,66,0,1,국내,2026-02-02,,
Q4693469,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QFC01,1,1,1,770000,66,0,1,국내,2026-02-02,,
Q4694508,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,42,42,1,50000,73,0,1,국내,2026-02-27,,
Q4695959,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,9490000,71,0,1,국내,2026-05-26,,
Q4695963,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,9490000,71,0,1,국내,2026-05-26,,
Q4695964,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,9490000,71,0,1,국내,2026-05-26,,
Q4695965,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,1,1,1,9490000,71,0,1,국내,2026-05-26,,
Q4696404,SEO26FF,Machining(General),Q_Machining(General),계획품,X,X,QHB25,2,2,1,870000,58,0,1,국내,2026-03-04,,
Q4697155,SEO26FF,Exchanger (Ready),Q_Exchanger (Ready),계획품,X,X,QHB24,1,1,1,52616700,103,0,1,국내,2026-04-20,,
