q,dept,verdict,path,why,si,sp,conf,cspScore,stockSrc
Q4485045,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4485080,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4485081,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
Q4485087,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.800,14.3,68.8,HIGH,0,Dummy TSV
Q4493662,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4497103,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.944,14.3,68.8,HIGH,0,Dummy TSV
Q4499010,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4501966,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4503767,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.200,57.1,43.8,LOW,0,Dummy TSV
Q4503770,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.700,42.9,68.8,HIGH,0,Dummy TSV
Q4504475,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.118,57.1,43.8,LOW,0,Dummy TSV
Q4504476,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q4504478,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4515205,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4515206,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.714,14.3,68.8,HIGH,0,Dummy TSV
Q4515573,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q4517465,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4517801,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4521625,SEO26FF,보험품,시계열 점수,핵심 예비품 목록 일치 +20점; 불출발생월비율=0.025; 재고0비율=0.000,85.7,31.2,HIGH,20,Dummy TSV
Q4524604,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q4524949,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4530897,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.789,14.3,68.8,HIGH,0,Dummy TSV
Q4531078,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,Dummy TSV
Q4532058,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4535892,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q4535894,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.875,14.3,68.8,HIGH,0,Dummy TSV
Q4535900,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.789,42.9,68.8,HIGH,0,Dummy TSV
Q4535902,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4536719,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q4537595,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4541491,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.714,14.3,68.8,HIGH,0,Dummy TSV
Q4541492,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4543363,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.050,57.1,31.2,HIGH,0,Dummy TSV
Q4546235,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4548256,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.133,57.1,43.8,LOW,0,Dummy TSV
Q4548258,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4548259,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4548260,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q4551506,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q4551507,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.105,57.1,43.8,LOW,0,Dummy TSV
Q4559574,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4559575,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4559600,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4559686,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4562126,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4562194,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4572470,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4572473,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q4573456,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4575867,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4576432,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4576623,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.944,42.9,68.8,HIGH,0,Dummy TSV
Q4576624,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4582819,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4585577,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4585578,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4587154,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4588343,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4590955,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.737,42.9,68.8,HIGH,0,Dummy TSV
Q4597580,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.850,42.9,68.8,HIGH,0,Dummy TSV
Q4598537,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4604630,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4605205,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4605206,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.778,14.3,68.8,HIGH,0,Dummy TSV
Q4606740,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,14.3,68.8,HIGH,0,Dummy TSV
Q4610709,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.950,14.3,68.8,HIGH,0,Dummy TSV
Q4611811,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4612557,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4616814,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.867,14.3,68.8,HIGH,0,Dummy TSV
Q4625628,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q4625646,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4626564,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4627208,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.017; 재고0비율=0.800,42.9,100,HIGH,0,Dummy TSV
Q4635441,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.067,57.1,31.2,HIGH,0,Dummy TSV
Q4635563,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4636078,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4640645,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4642447,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4652294,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.684,14.3,68.8,HIGH,0,Dummy TSV
Q4653124,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.125,57.1,43.8,LOW,0,Dummy TSV
Q4659090,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4662921,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4663525,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.059,57.1,31.2,HIGH,0,Dummy TSV
Q4668630,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4668643,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4670923,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4671514,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q4675700,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.929,14.3,68.8,HIGH,0,Dummy TSV
Q4676007,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.786,14.3,68.8,HIGH,0,Dummy TSV
Q4677113,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4679740,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4681315,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4681514,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4686594,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4688109,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4691588,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.824,14.3,68.8,HIGH,0,Dummy TSV
Q4693461,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4693466,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4693469,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4694508,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4695959,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4695963,SEO26FF,계획품,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.857,14.3,100,HIGH,0,Dummy TSV
Q4695964,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4695965,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.857,14.3,68.8,HIGH,0,Dummy TSV
Q4696404,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.053,57.1,31.2,HIGH,0,Dummy TSV
Q4697155,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4698941,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4699194,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.850,14.3,68.8,HIGH,0,Dummy TSV
Q4699400,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4700628,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q4700632,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.571,42.9,62.5,MEDIUM,0,Dummy TSV
Q4700633,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4700636,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.895,14.3,68.8,HIGH,0,Dummy TSV
Q4700741,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=1.000,14.3,68.8,HIGH,0,Dummy TSV
Q4701430,SEO26FF,회색지대,시계열 점수,VMI; 불출발생월비율=0.025; 재고0비율=0.071,57.1,62.5,LOW,0,Dummy TSV
Q4702499,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4702501,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,14.3,68.8,HIGH,0,Dummy TSV
Q4702503,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4702505,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.941,14.3,68.8,HIGH,0,Dummy TSV
Q4702518,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.722,14.3,68.8,HIGH,0,Dummy TSV
Q4702521,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.733,14.3,68.8,HIGH,0,Dummy TSV
Q4702522,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.737,14.3,68.8,HIGH,0,Dummy TSV
Q4702525,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4702528,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.833,42.9,68.8,HIGH,0,Dummy TSV
Q4702532,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4702536,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,42.9,68.8,HIGH,0,Dummy TSV
Q4704375,SEO26FF,보험품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4709438,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4709544,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4709545,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.071,57.1,31.2,HIGH,0,Dummy TSV
Q4710841,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4711077,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4711186,SEO26FF,계획품,시계열 점수,불출발생월비율=0.025; 재고0비율=0.833,14.3,68.8,HIGH,0,Dummy TSV
Q4711472,SEO26FF,회색지대,시계열 점수,불출발생월비율=0.017; 재고0비율=0.150,57.1,43.8,LOW,0,Dummy TSV
Q4711473,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4712148,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4712149,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.056,57.1,31.2,HIGH,0,Dummy TSV
Q4712150,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.750,14.3,68.8,HIGH,0,Dummy TSV
Q4712151,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
Q4712152,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4712503,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.889,42.9,68.8,HIGH,0,Dummy TSV
Q4712672,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
Q4716626,SEO26FF,계획품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.900,14.3,68.8,HIGH,0,Dummy TSV
Q4716627,SEO26FF,보험품,시계열 점수,불출발생월비율=0.017; 재고0비율=0.000,57.1,31.2,HIGH,0,Dummy TSV
QS414625,SEO26FF,배제-소모품,사전 배제,소모품 규칙 적용,,,HIGH,0,Dummy TSV
QS418165,SEO26FF,보험품,QS 확정,Qcode QS 접두어 규칙 적용,,,HIGH,0,Dummy TSV
QS424543,SEO26FF,보험품,QS 확정,Qcode QS 접두어 규칙 적용,,,HIGH,0,Dummy TSV
QS429155,SEO26FF,배제-순환품,사전 배제,Roll 계열 Leaf Class 규칙 적용,,,HIGH,0,Dummy TSV
