q,dept,type,typeSrc,grade,target,need,amount,action,reason,signal,status,sigEq,sigKind,stopDate,dueDate,dDays,expect,issues,trend
Q2101010,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Screw Down,대수리,2026-09-04,2026-06-03,-92,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2101882,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
Q2102570,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2104247,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2106112,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2110732,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고충분,FM Roll Alignment,대수리,2026-09-04,2026-03-08,-179,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2110733,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한1,기준1→1",green,여유,FM Roll Alignment,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2116016,SEO26FF,보험품,classification_result.csv,S,8,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=9,상한8,기준1→8",green,여유,FM Spindle 감속기,상시,,,,,2,0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
Q2116265,SEO26FF,보험품,classification_result.csv,B,7,2,1281372,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=7,상한16→7",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2116694,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2116695,SEO26FF,보험품,master.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,,상시,,,,,3,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Q2117078,SEO26FF,보험품,classification_result.csv,A,4,0,0,감축,"비핵심보험[A] μ_LT+SS(Z2.05)=4,상한7→4",gray,충분,,상시,,,,,3,0;0;0;3;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2118354,SEO26FF,보험품,classification_result.csv,B,52,32,466688,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=52,상한100→52",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2118643,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;0;0;0;0;0;0;2;10;3;0;0;0;0;0;0;0;0;0;0;0;0
Q2118996,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2119613,SEO26FF,보험품,master.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2120491,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,FM Spindle 감속기,대수리,2026-09-04,2026-05-24,-102,0,2,0;0;0;0;0;0;0;7;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0
Q2122540,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-03-13,-174,0,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2124049,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2125396,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2125412,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2125413,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
Q2125462,SEO26FF,보험품,classification_result.csv,B,3,1,14630000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2125464,SEO26FF,보험품,classification_result.csv,B,3,1,18690000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2126080,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2126459,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2130291,SEO26FF,보험품,master.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2130293,SEO26FF,보험품,classification_result.csv,S,1,1,4616560,발주,핵심보험[S] 소요無→기준1,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2133117,SEO26FF,보험품,master.csv,B,0,0,0,감축,비핵심보험[B] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2133118,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2133119,SEO26FF,보험품,classification_result.csv,C,1,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=1,상한1→1",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2135729,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,11,3;3;0;0;0;0;2;0;0;0;0;4;0;0;0;1;1;4;0;0;0;0;1;0
Q2137371,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2137920,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2137922,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
Q2139926,SEO26FF,보험품,master.csv,S,3,2,2200000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한5,기준1→3",red,즉시발주,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Q2139998,SEO26FF,보험품,classification_result.csv,S,1,0,0,유지,"핵심보험[S] μ_LT+SS(Z2.58)=1,상한0,기준1→1",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2140042,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2141016,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2141021,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2142284,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0,gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-04-08,-148,0,3,0;0;0;0;0;2;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2142898,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0,gray,재고충분,FM Pinion Stand,대수리,2026-09-04,2026-05-17,-109,0,1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2143052,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2143592,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2143616,SEO26FF,계획품,classification_result.csv,S,0,0,0,유지,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2144319,SEO26FF,보험품,classification_result.csv,C,3,2,1278068,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한0→3",red,즉시발주,,상시,,,,,1,0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2146787,SEO26FF,보험품,classification_result.csv,S,2,1,2793197,발주,"핵심보험[S] μ_LT+SS(Z2.58)=3,상한2,기준1→2",yellow,발주임박,QOC Servo,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Q2147980,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2154362,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-01-10,-236,0,3,0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Q2162230,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0
Q2162413,SEO26FF,보험품,classification_result.csv,A,2,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=2,상한2,기준1→2",green,여유,FM Screw Down,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2163394,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고충분,FM Main Motor,대수리,2026-09-04,2026-05-19,-107,0,2,1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2166135,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
Q2166833,SEO26FF,보험품,classification_result.csv,B,6,2,259600,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=6,상한16→6",yellow,발주임박,,상시,,,,,1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2168061,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;2;0
Q2168437,SEO26FF,계획품,master.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2169758,SEO26FF,보험품,classification_result.csv,B,2,1,2007915,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",yellow,발주임박,,상시,,,,,2,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Q2173282,SEO26FF,보험품,classification_result.csv,C,2,1,4769000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=2,상한6→2",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2176849,SEO26FF,보험품,classification_result.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",green,여유,,상시,,,,,2,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2177492,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.5)→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2177493,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Q2179246,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2184244,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2184478,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 3년무소요→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2184712,SEO26FF,보험품,classification_result.csv,B,1,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한2→1",gray,충분,,상시,,,,,2,1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2185181,SEO26FF,보험품,classification_result.csv,S,1,0,0,감축,핵심보험[S] 소요無→기준1,gray,충분,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2187474,SEO26FF,보험품,classification_result.csv,B,5,0,0,감축,"비핵심보험[B] μ_LT+SS(Z1.65)=5,상한7→5",gray,충분,FM Main Motor,상시,,,,,2,0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2190703,SEO26FF,보험품,classification_result.csv,A,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",green,여유,FM Hot Leveller,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2191618,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,3,0;0;0;10;0;0;10;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
Q2191857,SEO26FF,보험품,classification_result.csv,C,0,0,0,감축,비핵심보험[C] 소요無→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2194210,SEO26FF,보험품,classification_result.csv,B,3,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=3,상한6→3",green,여유,,상시,,,,,1,0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2194211,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2194827,SEO26FF,보험품,classification_result.csv,C,3,1,551000,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=3,상한12→3",yellow,발주임박,,상시,,,,,1,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2195767,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2200004,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2200005,SEO26FF,보험품,master.csv,B,16,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=16,상한16→16",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2200464,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2200465,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2200466,SEO26FF,보험품,master.csv,C,6,2,26824,발주,"비핵심보험[C] μ_LT+SS(Z1.28)=6,상한0→6",yellow,발주임박,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2202508,SEO26FF,보험품,classification_result.csv,A,1,0,0,유지,"핵심보험[A] μ_LT+SS(Z2.05)=1,상한1,기준1→1",green,여유,FM Roll Alignment,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2206557,SEO26FF,보험품,classification_result.csv,C,4,0,0,유지,"비핵심보험[C] μ_LT+SS(Z1.28)=4,상한4→4",green,여유,,상시,,,,,2,0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0
Q2208062,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,2,0;0;0;0;0;1;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0
Q2210205,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,Stand Main TR,대수리,2026-09-04,2026-01-21,-225,0,1,0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2212113,SEO26FF,보험품,master.csv,S,2,1,5700000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=2,상한2,기준1→2",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Q2217711,SEO26FF,계획품,master.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2223743,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한3→2",green,여유,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2224741,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2226242,SEO26FF,보험품,classification_result.csv,S,1,1,11730000,발주,핵심보험[S] 소요無→기준1,red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2228118,SEO26FF,보험품,master.csv,B,2,1,900000,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한2→2",yellow,발주임박,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Q2228203,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2228264,SEO26FF,보험품,classification_result.csv,A,5,3,420000,발주,"핵심보험[A] μ_LT+SS(Z2.05)=5,상한10,기준1→5",red,즉시발주,FM Main Motor,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2233578,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고충분,Stand Main TR,대수리,2026-09-04,2026-01-21,-225,0,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2234798,SEO26FF,계획품,master.csv,S,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.2)→0,gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2235169,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q2235172,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q3200485,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0
Q3401267,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4002139,SEO26FF,계획품,classification_result.csv,B,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4003811,SEO26FF,보험품,master.csv,B,1,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=1,상한1→1",green,여유,,상시,,,,,1,0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4005375,SEO26FF,보험품,classification_result.csv,B,2,0,0,유지,"비핵심보험[B] μ_LT+SS(Z1.65)=2,상한0→2",green,여유,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4008483,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4008484,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4008971,SEO26FF,계획품,classification_result.csv,C,0,0,0,감축,계획품 원칙0(비핵심설비→수리일정발주),gray,재고불요,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4011271,SEO26FF,보험품,classification_result.csv,B,20,15,47655,발주,"비핵심보험[B] μ_LT+SS(Z1.65)=20,상한0→20",red,즉시발주,,상시,,,,,0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4012998,SEO26FF,계획품,classification_result.csv,A,0,0,0,감축,핵심설비 계획품이나 소요비활발(λ0.4)→0,gray,재고충분,Walking Beam 기어베어링,대수리,2026-09-04,2026-05-12,-114,0,2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Q4013000,SEO26FF,보험품,master.csv,S,4,3,7383000,발주,"핵심보험[S] μ_LT+SS(Z2.58)=4,상한7,기준1→4",red,즉시발주,Walking Beam 기어베어링,상시,,,,,1,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
